OTU,Taxonomy
Otu055426,Bacteroidetes
Otu055427,Bacteroidetes
Otu055428,Bacteroidetes
Otu055429,Bacteroidetes
Otu055430,Bacteroidetes
Otu055431,Bacteroidetes
Otu055432,Bacteroidetes
Otu055433,Bacteroidetes
Otu055434,Bacteroidetes
Otu055435,Bacteroidetes
Otu055436,Bacteroidetes
Otu055437,Bacteroidetes
Otu055438,Bacteroidetes
Otu055439,Bacteroidetes
Otu055440,Bacteroidetes
Otu055441,Bacteroidetes
Otu055442,Bacteroidetes
Otu055443,Bacteroidetes
Otu055444,Bacteroidetes
Otu055445,Bacteroidetes
Otu055446,Bacteroidetes
Otu055447,Bacteroidetes
Otu055448,Bacteroidetes
Otu055449,Bacteroidetes
Otu055450,Bacteroidetes
Otu055451,Bacteroidetes
Otu055452,Bacteroidetes
Otu055453,Bacteroidetes
Otu055454,Bacteroidetes
Otu055455,Bacteroidetes
Otu055456,Bacteroidetes
Otu055457,Bacteroidetes
Otu055458,Bacteroidetes
Otu055459,Bacteroidetes
Otu055460,Bacteroidetes
Otu055461,Bacteroidetes
Otu055462,Bacteroidetes
Otu055463,Bacteroidetes
Otu055464,Bacteroidetes
Otu055465,Bacteroidetes
Otu055466,Bacteroidetes
Otu055467,Bacteroidetes
Otu055468,Bacteroidetes
Otu055469,Bacteroidetes
Otu055470,Bacteroidetes
Otu055471,Bacteroidetes
Otu055472,Bacteroidetes
Otu055473,Bacteroidetes
Otu055474,Bacteroidetes
Otu055475,Bacteroidetes
Otu055476,Bacteroidetes
Otu055477,Bacteroidetes
Otu055478,Bacteroidetes
Otu055479,Bacteroidetes
Otu055480,Bacteroidetes
Otu055481,Bacteroidetes
Otu055482,Bacteroidetes
Otu055483,Bacteroidetes
Otu055484,Bacteroidetes
Otu055485,Bacteroidetes
Otu055486,Bacteroidetes
Otu055487,Bacteroidetes
Otu055488,Bacteroidetes
Otu055489,Bacteroidetes
Otu055490,Bacteroidetes
Otu055491,Bacteroidetes
Otu055492,Bacteroidetes
Otu055493,Bacteroidetes
Otu055494,Bacteroidetes
Otu055495,Bacteroidetes
Otu055496,Bacteroidetes
Otu055497,Bacteroidetes
Otu055498,Bacteroidetes
Otu055499,Bacteroidetes
Otu055500,Bacteroidetes
Otu055501,Bacteroidetes
Otu055502,Bacteroidetes
Otu055503,Bacteroidetes
Otu055504,Bacteroidetes
Otu055505,Bacteroidetes
Otu055506,Bacteroidetes
Otu055507,Bacteroidetes
Otu055508,Bacteroidetes
Otu055509,Bacteroidetes
Otu055510,Bacteroidetes
Otu055511,Bacteroidetes
Otu055512,Bacteroidetes
Otu055513,Bacteroidetes
Otu055514,Bacteroidetes
Otu055515,Bacteroidetes
Otu055516,Bacteroidetes
Otu055517,Bacteroidetes
Otu055518,Bacteroidetes
Otu055519,Bacteroidetes
Otu055520,Bacteroidetes
Otu055521,Bacteroidetes
Otu055522,Bacteroidetes
Otu055523,Bacteroidetes
Otu055524,Bacteroidetes
Otu055525,Bacteroidetes
Otu055526,Bacteroidetes
Otu055527,Bacteroidetes
Otu055528,Bacteroidetes
Otu055529,Bacteroidetes
Otu055530,Bacteroidetes
Otu055531,Bacteroidetes
Otu055532,Bacteroidetes
Otu055533,Bacteroidetes
Otu055534,Bacteroidetes
Otu055535,Bacteroidetes
Otu055536,Bacteroidetes
Otu055537,Bacteroidetes
Otu055538,Bacteroidetes
Otu055539,Bacteroidetes
Otu055540,Bacteroidetes
Otu055541,Bacteroidetes
Otu055542,Bacteroidetes
Otu055543,Bacteroidetes
Otu055544,Bacteroidetes
Otu055545,Bacteroidetes
Otu055546,Bacteroidetes
Otu055547,Bacteroidetes
Otu055548,Bacteroidetes
Otu055549,Bacteroidetes
Otu055550,Bacteroidetes
Otu055551,Bacteroidetes
Otu055552,Bacteroidetes
Otu055553,Bacteroidetes
Otu055554,Bacteroidetes
Otu055555,Bacteroidetes
Otu055556,Bacteroidetes
Otu055557,Bacteroidetes
Otu055558,Bacteroidetes
Otu055559,Bacteroidetes
Otu055560,Bacteroidetes
Otu055561,Bacteroidetes
Otu055562,Bacteroidetes
Otu055563,Bacteroidetes
Otu055564,Bacteroidetes
Otu055565,Bacteroidetes
Otu055566,Bacteroidetes
Otu055567,Bacteroidetes
Otu055568,Bacteroidetes
Otu055569,Bacteroidetes
Otu055570,Bacteroidetes
Otu055571,Bacteroidetes
Otu055572,Bacteroidetes
Otu055573,Bacteroidetes
Otu055574,Bacteroidetes
Otu055575,Bacteroidetes
Otu055576,Bacteroidetes
Otu055577,Bacteroidetes
Otu055578,Bacteroidetes
Otu055579,Bacteroidetes
Otu055580,Bacteroidetes
Otu055581,Bacteroidetes
Otu055582,Bacteroidetes
Otu055583,Bacteroidetes
Otu055584,Bacteroidetes
Otu055585,Bacteroidetes
Otu055586,Bacteroidetes
Otu055587,Bacteroidetes
Otu055588,Bacteroidetes
Otu055589,Bacteroidetes
Otu055590,Bacteroidetes
Otu055591,Bacteroidetes
Otu055592,Bacteroidetes
Otu055593,Bacteroidetes
Otu055594,Bacteroidetes
Otu055595,Bacteroidetes
Otu055596,Bacteroidetes
Otu055597,Bacteroidetes
Otu055598,Bacteroidetes
Otu055599,Bacteroidetes
Otu055600,Bacteroidetes
Otu055601,Bacteroidetes
Otu055602,Bacteroidetes
Otu055603,Bacteroidetes
Otu055604,Bacteroidetes
Otu055605,Bacteroidetes
Otu055606,Bacteroidetes
Otu055607,Bacteroidetes
Otu055608,Bacteroidetes
Otu055609,Bacteroidetes
Otu055610,Bacteroidetes
Otu055611,Bacteroidetes
Otu055612,Bacteroidetes
Otu055613,Bacteroidetes
Otu055614,Bacteroidetes
Otu055615,Bacteroidetes
Otu055616,Bacteroidetes
Otu055617,Bacteroidetes
Otu055618,Bacteroidetes
Otu055619,Bacteroidetes
Otu055620,Bacteroidetes
Otu055621,Bacteroidetes
Otu055622,Bacteroidetes
Otu055623,Bacteroidetes
Otu055624,Bacteroidetes
Otu055625,Bacteroidetes
Otu055626,Bacteroidetes
Otu055627,Bacteroidetes
Otu055628,Bacteroidetes
Otu055629,Bacteroidetes
Otu055630,Bacteroidetes
Otu055631,Bacteroidetes
Otu055632,Bacteroidetes
Otu055633,Bacteroidetes
Otu055634,Bacteroidetes
Otu055635,Bacteroidetes
Otu055636,Bacteroidetes
Otu055637,Bacteroidetes
Otu055638,Bacteroidetes
Otu055639,Bacteroidetes
Otu055640,Bacteroidetes
Otu055641,Bacteroidetes
Otu055642,Bacteroidetes
Otu055643,Bacteroidetes
Otu055644,Bacteroidetes
Otu055645,Bacteroidetes
Otu055646,Bacteroidetes
Otu055647,Bacteroidetes
Otu055648,Bacteroidetes
Otu055649,Bacteroidetes
Otu055650,Bacteroidetes
Otu055651,Bacteroidetes
Otu055652,Bacteroidetes
Otu055653,Bacteroidetes
Otu055654,Bacteroidetes
Otu055655,Bacteroidetes
Otu055656,Bacteroidetes
Otu055657,Bacteroidetes
Otu055658,Bacteroidetes
Otu055659,Bacteroidetes
Otu055660,Bacteroidetes
Otu055661,Bacteroidetes
Otu055662,Bacteroidetes
Otu055663,Bacteroidetes
Otu055664,Bacteroidetes
Otu055665,Bacteroidetes
Otu055666,Bacteroidetes
Otu055667,Bacteroidetes
Otu055668,Bacteroidetes
Otu055669,Bacteroidetes
Otu055670,Bacteroidetes
Otu055671,Bacteroidetes
Otu055672,Bacteroidetes
Otu055673,Bacteroidetes
Otu055674,Bacteroidetes
Otu055675,Bacteroidetes
Otu055676,Bacteroidetes
Otu055677,Bacteroidetes
Otu055678,Bacteroidetes
Otu055679,Bacteroidetes
Otu055680,Bacteroidetes
Otu055681,Bacteroidetes
Otu055682,Bacteroidetes
Otu055683,Bacteroidetes
Otu055684,Bacteroidetes
Otu055685,Bacteroidetes
Otu055686,Bacteroidetes
Otu055687,Bacteroidetes
Otu055688,Bacteroidetes
Otu055689,Bacteroidetes
Otu055690,Bacteroidetes
Otu055691,Bacteroidetes
Otu055692,Bacteroidetes
Otu055693,Bacteroidetes
Otu055694,Bacteroidetes
Otu055695,Bacteroidetes
Otu055696,Bacteroidetes
Otu055697,Bacteroidetes
Otu055698,Bacteroidetes
Otu055699,Bacteroidetes
Otu055700,Bacteroidetes
Otu055701,Bacteroidetes
Otu055702,Bacteroidetes
Otu055703,Bacteroidetes
Otu055704,Bacteroidetes
Otu055705,Bacteroidetes
Otu055706,Bacteroidetes
Otu055707,Bacteroidetes
Otu055708,Bacteroidetes
Otu055709,Bacteroidetes
Otu055710,Bacteroidetes
Otu055711,Bacteroidetes
Otu055712,Bacteroidetes
Otu055713,Bacteroidetes
Otu055714,Bacteroidetes
Otu055715,Bacteroidetes
Otu055716,Bacteroidetes
Otu055717,Bacteroidetes
Otu055718,Bacteroidetes
Otu055719,Bacteroidetes
Otu055720,Bacteroidetes
Otu055721,Bacteroidetes
Otu055722,Bacteroidetes
Otu055723,Bacteroidetes
Otu055724,Bacteroidetes
Otu055725,Bacteroidetes
Otu055726,Bacteroidetes
Otu055727,Bacteroidetes
Otu055728,Bacteroidetes
Otu055729,Bacteroidetes
Otu055730,Bacteroidetes
Otu055731,Bacteroidetes
Otu055732,Bacteroidetes
Otu055733,Bacteroidetes
Otu055734,Bacteroidetes
Otu055735,Bacteroidetes
Otu055736,Bacteroidetes
Otu055737,Bacteroidetes
Otu055738,Bacteroidetes
Otu055739,Bacteroidetes
Otu055740,Bacteroidetes
Otu055741,Bacteroidetes
Otu055742,Bacteroidetes
Otu055743,Bacteroidetes
Otu055744,Bacteroidetes
Otu055745,Bacteroidetes
Otu055746,Bacteroidetes
Otu055747,Bacteroidetes
Otu055748,Bacteroidetes
Otu055749,Bacteroidetes
Otu055750,Bacteroidetes
Otu055751,Bacteroidetes
Otu055752,Bacteroidetes
Otu055753,Bacteroidetes
Otu055754,Bacteroidetes
Otu055755,Bacteroidetes
Otu055756,Bacteroidetes
Otu055757,Bacteroidetes
Otu055758,Bacteroidetes
Otu055759,Bacteroidetes
Otu055760,Bacteroidetes
Otu055761,Bacteroidetes
Otu055762,Bacteroidetes
Otu055763,Bacteroidetes
Otu055764,Bacteroidetes
Otu055765,Bacteroidetes
Otu055766,Bacteroidetes
Otu055767,Bacteroidetes
Otu055768,Bacteroidetes
Otu055769,Bacteroidetes
Otu055770,Bacteroidetes
Otu055771,Bacteroidetes
Otu055772,Bacteroidetes
Otu055773,Bacteroidetes
Otu055774,Bacteroidetes
Otu055775,Bacteroidetes
Otu055776,Bacteroidetes
Otu055777,Bacteroidetes
Otu055778,Bacteroidetes
Otu055779,Bacteroidetes
Otu055780,Bacteroidetes
Otu055781,Bacteroidetes
Otu055782,Bacteroidetes
Otu055783,Bacteroidetes
Otu055784,Bacteroidetes
Otu055785,Bacteroidetes
Otu055786,Bacteroidetes
Otu055787,Bacteroidetes
Otu055788,Bacteroidetes
Otu055789,Bacteroidetes
Otu055790,Bacteroidetes
Otu055791,Bacteroidetes
Otu055792,Bacteroidetes
Otu055793,Bacteroidetes
Otu055794,Bacteroidetes
Otu055795,Bacteroidetes
Otu055796,Bacteroidetes
Otu055797,Bacteroidetes
Otu055798,Bacteroidetes
Otu055799,Bacteroidetes
Otu055800,Bacteroidetes
Otu055801,Bacteroidetes
Otu055802,Bacteroidetes
Otu055803,Bacteroidetes
Otu055804,Bacteroidetes
Otu055805,Bacteroidetes
Otu055806,Bacteroidetes
Otu055807,Bacteroidetes
Otu055808,Bacteroidetes
Otu055809,Bacteroidetes
Otu055810,Bacteroidetes
Otu055811,Bacteroidetes
Otu055812,Bacteroidetes
Otu055813,Bacteroidetes
Otu055814,Bacteroidetes
Otu055815,Bacteroidetes
Otu055816,Bacteroidetes
Otu055817,Bacteroidetes
Otu055818,Bacteroidetes
Otu055819,Bacteroidetes
Otu055820,Bacteroidetes
Otu055821,Bacteroidetes
Otu055822,Bacteroidetes
Otu055823,Bacteroidetes
Otu055824,Bacteroidetes
Otu055825,Bacteroidetes
Otu055826,Bacteroidetes
Otu055827,Bacteroidetes
Otu055828,Bacteroidetes
Otu055829,Bacteroidetes
Otu055830,Bacteroidetes
Otu055831,Bacteroidetes
Otu055832,Bacteroidetes
Otu055833,Bacteroidetes
Otu055834,Bacteroidetes
Otu055835,Bacteroidetes
Otu055836,Bacteroidetes
Otu055837,Bacteroidetes
Otu055838,Bacteroidetes
Otu055839,Bacteroidetes
Otu055840,Bacteroidetes
Otu055841,Bacteroidetes
Otu055842,Bacteroidetes
Otu055843,Bacteroidetes
Otu055844,Bacteroidetes
Otu055845,Bacteroidetes
Otu055846,Bacteroidetes
Otu055847,Bacteroidetes
Otu055848,Bacteroidetes
Otu055849,Bacteroidetes
Otu055850,Bacteroidetes
Otu055851,Bacteroidetes
Otu055852,Bacteroidetes
Otu055853,Bacteroidetes
Otu055854,Bacteroidetes
Otu055855,Bacteroidetes
Otu055856,Bacteroidetes
Otu055857,Bacteroidetes
Otu055858,Bacteroidetes
Otu055859,Bacteroidetes
Otu055860,Firmicutes
Otu055861,Firmicutes
Otu055862,Firmicutes
Otu055863,Firmicutes
Otu055864,Firmicutes
Otu055865,Firmicutes
Otu055866,Firmicutes
Otu055867,Firmicutes
Otu055868,Firmicutes
Otu055869,Firmicutes
Otu055870,Firmicutes
Otu055871,Firmicutes
Otu055872,Firmicutes
Otu055873,Firmicutes
Otu055874,Firmicutes
Otu055875,Firmicutes
Otu055876,Firmicutes
Otu055877,Firmicutes
Otu055878,Firmicutes
Otu055879,Firmicutes
Otu055880,Firmicutes
Otu055881,Firmicutes
Otu055882,Firmicutes
Otu055883,Firmicutes
Otu055884,Firmicutes
Otu055885,Firmicutes
Otu055886,Firmicutes
Otu055887,Firmicutes
Otu055888,Firmicutes
Otu055889,Firmicutes
Otu055890,Firmicutes
Otu055891,Firmicutes
Otu055892,Firmicutes
Otu055893,Firmicutes
Otu055894,Firmicutes
Otu055895,Firmicutes
Otu055896,Firmicutes
Otu055897,Firmicutes
Otu055898,Firmicutes
Otu055899,Firmicutes
Otu055900,Firmicutes
Otu055901,Firmicutes
Otu055902,Firmicutes
Otu055903,Firmicutes
Otu055904,Firmicutes
Otu055905,Firmicutes
Otu055906,Firmicutes
Otu055907,Firmicutes
Otu055908,Firmicutes
Otu055909,Firmicutes
Otu055910,Firmicutes
Otu055911,Firmicutes
Otu055912,Firmicutes
Otu055913,Firmicutes
Otu055914,Firmicutes
Otu055915,Firmicutes
Otu055916,Firmicutes
Otu055917,Firmicutes
Otu055918,Firmicutes
Otu055919,Firmicutes
Otu055920,Firmicutes
Otu055921,Firmicutes
Otu055922,Firmicutes
Otu055923,Firmicutes
Otu055924,Firmicutes
Otu055925,Firmicutes
Otu055926,Firmicutes
Otu055927,Firmicutes
Otu055928,Firmicutes
Otu055929,Firmicutes
Otu055930,Firmicutes
Otu055931,Firmicutes
Otu055932,Firmicutes
Otu055933,Firmicutes
Otu055934,Firmicutes
Otu055935,Firmicutes
Otu055936,Firmicutes
Otu055937,Firmicutes
Otu055938,Firmicutes
Otu055939,Firmicutes
Otu055940,Firmicutes
Otu055941,Firmicutes
Otu055942,Firmicutes
Otu055943,Firmicutes
Otu055944,Firmicutes
Otu055945,Firmicutes
Otu055946,Firmicutes
Otu055947,Firmicutes
Otu055948,Firmicutes
Otu055949,Firmicutes
Otu055950,Firmicutes
Otu055951,Firmicutes
Otu055952,Firmicutes
Otu055953,Firmicutes
Otu055954,Firmicutes
Otu055955,Firmicutes
Otu055956,Firmicutes
Otu055957,Firmicutes
Otu055958,Firmicutes
Otu055959,Firmicutes
Otu055960,Firmicutes
Otu055961,Firmicutes
Otu055962,Firmicutes
Otu055963,Firmicutes
Otu055964,Firmicutes
Otu055965,Firmicutes
Otu055966,Firmicutes
Otu055967,Firmicutes
Otu055968,Firmicutes
Otu055969,Firmicutes
Otu055970,Firmicutes
Otu055971,Firmicutes
Otu055972,Firmicutes
Otu055973,Firmicutes
Otu055974,Firmicutes
Otu055975,Firmicutes
Otu055976,Firmicutes
Otu055977,Firmicutes
Otu055978,Firmicutes
Otu055979,Firmicutes
Otu055980,Firmicutes
Otu055981,Firmicutes
Otu055982,Firmicutes
Otu055983,Firmicutes
Otu055984,Firmicutes
Otu055985,Firmicutes
Otu055986,Firmicutes
Otu055987,Firmicutes
Otu055988,Firmicutes
Otu055989,Firmicutes
Otu055990,Firmicutes
Otu055991,Firmicutes
Otu055992,Firmicutes
Otu055993,Firmicutes
Otu055994,Firmicutes
Otu055995,Firmicutes
Otu055996,Firmicutes
Otu055997,Firmicutes
Otu055998,Firmicutes
Otu055999,Firmicutes
Otu056000,Firmicutes
Otu056001,Firmicutes
Otu056002,Firmicutes
Otu056003,Firmicutes
Otu056004,Firmicutes
Otu056005,Firmicutes
Otu056006,Firmicutes
Otu056007,Firmicutes
Otu056008,Firmicutes
Otu056009,Firmicutes
Otu056010,Firmicutes
Otu056011,Firmicutes
Otu056012,Firmicutes
Otu056013,Firmicutes
Otu056014,Firmicutes
Otu056015,Firmicutes
Otu056016,Firmicutes
Otu056017,Firmicutes
Otu056018,Firmicutes
Otu056019,Firmicutes
Otu056020,Firmicutes
Otu056021,Firmicutes
Otu056022,Firmicutes
Otu056023,Firmicutes
Otu056024,Firmicutes
Otu056025,Firmicutes
Otu056026,Firmicutes
Otu056027,Firmicutes
Otu056028,Firmicutes
Otu056029,Firmicutes
Otu056030,Firmicutes
Otu056031,Firmicutes
Otu056032,Firmicutes
Otu056033,Firmicutes
Otu056034,Firmicutes
Otu056035,Firmicutes
Otu056036,Firmicutes
Otu056037,Firmicutes
Otu056038,Firmicutes
Otu056039,Firmicutes
Otu056040,Firmicutes
Otu056041,Firmicutes
Otu056042,Firmicutes
Otu056043,Firmicutes
Otu056044,Firmicutes
Otu056045,Firmicutes
Otu056046,Firmicutes
Otu056047,Firmicutes
Otu056048,Firmicutes
Otu056049,Firmicutes
Otu056050,Firmicutes
Otu056051,Firmicutes
Otu056052,Firmicutes
Otu056053,Firmicutes
Otu056054,Firmicutes
Otu056055,Firmicutes
Otu056056,Firmicutes
Otu056057,Firmicutes
Otu056058,Firmicutes
Otu056059,Firmicutes
Otu056060,Firmicutes
Otu056061,Firmicutes
Otu056062,Firmicutes
Otu056063,Firmicutes
Otu056064,Firmicutes
Otu056065,Firmicutes
Otu056066,Firmicutes
Otu056067,Firmicutes
Otu056068,Firmicutes
Otu056069,Firmicutes
Otu056070,Firmicutes
Otu056071,Firmicutes
Otu056072,Firmicutes
Otu056073,Firmicutes
Otu056074,Firmicutes
Otu056075,Firmicutes
Otu056076,Firmicutes
Otu056077,Firmicutes
Otu056078,Firmicutes
Otu056079,Firmicutes
Otu056080,Firmicutes
Otu056081,Firmicutes
Otu056082,Firmicutes
Otu056083,Firmicutes
Otu056084,Firmicutes
Otu056085,Firmicutes
Otu056086,Firmicutes
Otu056087,Firmicutes
Otu056088,Firmicutes
Otu056089,Firmicutes
Otu056090,Firmicutes
Otu056091,Firmicutes
Otu056092,Firmicutes
Otu056093,Firmicutes
Otu056094,Firmicutes
Otu056095,Firmicutes
Otu056096,Firmicutes
Otu056097,Firmicutes
Otu056098,Firmicutes
Otu056099,Firmicutes
Otu056100,Firmicutes
Otu056101,Firmicutes
Otu056102,Firmicutes
Otu056103,Firmicutes
Otu056104,Firmicutes
Otu056105,Firmicutes
Otu056106,Firmicutes
Otu056107,Firmicutes
Otu056108,Firmicutes
Otu056109,Firmicutes
Otu056110,Firmicutes
Otu056111,Firmicutes
Otu056112,Firmicutes
Otu056113,Firmicutes
Otu056114,Firmicutes
Otu056115,Firmicutes
Otu056116,Firmicutes
Otu056117,Firmicutes
Otu056118,Firmicutes
Otu056119,Firmicutes
Otu056120,Firmicutes
Otu056121,Firmicutes
Otu056122,Firmicutes
Otu056123,Firmicutes
Otu056124,Firmicutes
Otu056125,Firmicutes
Otu056126,Firmicutes
Otu056127,Firmicutes
Otu056128,Firmicutes
Otu056129,Firmicutes
Otu056130,Firmicutes
Otu056131,Firmicutes
Otu056132,Firmicutes
Otu056133,Firmicutes
Otu056134,Firmicutes
Otu056135,Firmicutes
Otu056136,Firmicutes
Otu056137,Firmicutes
Otu056138,Firmicutes
Otu056139,Firmicutes
Otu056140,Firmicutes
Otu056141,Firmicutes
Otu056142,Firmicutes
Otu056143,Firmicutes
Otu056144,Firmicutes
Otu056145,Firmicutes
Otu056146,Firmicutes
Otu056147,Firmicutes
Otu056148,Firmicutes
Otu056149,Firmicutes
Otu056150,Firmicutes
Otu056151,Firmicutes
Otu056152,Firmicutes
Otu056153,Firmicutes
Otu056154,Firmicutes
Otu056155,Firmicutes
Otu056156,Firmicutes
Otu056157,Firmicutes
Otu056158,Firmicutes
Otu056159,Firmicutes
Otu056160,Firmicutes
Otu056161,Firmicutes
Otu056162,Firmicutes
Otu056163,Firmicutes
Otu056164,Firmicutes
Otu056165,Firmicutes
Otu056166,Firmicutes
Otu056167,Firmicutes
Otu056168,Firmicutes
Otu056169,Firmicutes
Otu056170,Firmicutes
Otu056171,Firmicutes
Otu056172,Firmicutes
Otu056173,Firmicutes
Otu056174,Firmicutes
Otu056175,Firmicutes
Otu056176,Firmicutes
Otu056177,Firmicutes
Otu056178,Firmicutes
Otu056179,Firmicutes
Otu056180,Firmicutes
Otu056181,Firmicutes
Otu056182,Firmicutes
Otu056183,Firmicutes
Otu056184,Firmicutes
Otu056185,Firmicutes
Otu056186,Firmicutes
Otu056187,Firmicutes
Otu056188,Firmicutes
Otu056189,Firmicutes
Otu056190,Firmicutes
Otu056191,Firmicutes
Otu056192,Firmicutes
Otu056193,Firmicutes
Otu056194,Firmicutes
Otu056195,Firmicutes
Otu056196,Firmicutes
Otu056197,Firmicutes
Otu056198,Firmicutes
Otu056199,Firmicutes
Otu056200,Firmicutes
Otu056201,Firmicutes
Otu056202,Firmicutes
Otu056203,Firmicutes
Otu056204,Firmicutes
Otu056205,Firmicutes
Otu056206,Firmicutes
Otu056207,Firmicutes
Otu056208,Firmicutes
Otu056209,Firmicutes
Otu056210,Firmicutes
Otu056211,Firmicutes
Otu056212,Firmicutes
Otu056213,Firmicutes
Otu056214,Firmicutes
Otu056215,Firmicutes
Otu056216,Firmicutes
Otu056217,Firmicutes
Otu056218,Firmicutes
Otu056219,Firmicutes
Otu056220,Firmicutes
Otu056221,Firmicutes
Otu056222,Firmicutes
Otu056223,Firmicutes
Otu056224,Firmicutes
Otu056225,Firmicutes
Otu056226,Firmicutes
Otu056227,Firmicutes
Otu056228,Firmicutes
Otu056229,Firmicutes
Otu056230,Firmicutes
Otu056231,Firmicutes
Otu056232,Firmicutes
Otu056233,Firmicutes
Otu056234,Firmicutes
Otu056235,Firmicutes
Otu056236,Firmicutes
Otu056237,Firmicutes
Otu056238,Firmicutes
Otu056239,Firmicutes
Otu056240,Firmicutes
Otu056241,Firmicutes
Otu056242,Firmicutes
Otu056243,Firmicutes
Otu056244,Firmicutes
Otu056245,Firmicutes
Otu056246,Firmicutes
Otu056247,Firmicutes
Otu056248,Firmicutes
Otu056249,Firmicutes
Otu056250,Firmicutes
Otu056251,Firmicutes
Otu056252,Firmicutes
Otu056253,Firmicutes
Otu056254,Firmicutes
Otu056255,Firmicutes
Otu056256,Firmicutes
Otu056257,Firmicutes
Otu056258,Firmicutes
Otu056259,Firmicutes
Otu056260,Firmicutes
Otu056261,Firmicutes
Otu056262,Firmicutes
Otu056263,Firmicutes
Otu056264,Firmicutes
Otu056265,Firmicutes
Otu056266,Firmicutes
Otu056267,Firmicutes
Otu056268,Firmicutes
Otu056269,Firmicutes
Otu056270,Firmicutes
Otu056271,Firmicutes
Otu056272,Firmicutes
Otu056273,Firmicutes
Otu056274,Firmicutes
Otu056275,Firmicutes
Otu056276,Firmicutes
Otu056277,Firmicutes
Otu056278,Firmicutes
Otu056279,Firmicutes
Otu056280,Firmicutes
Otu056281,Firmicutes
Otu056282,Firmicutes
Otu056283,Firmicutes
Otu056284,Firmicutes
Otu056285,Firmicutes
Otu056286,Firmicutes
Otu056287,Firmicutes
Otu056288,Firmicutes
Otu056289,Firmicutes
Otu056290,Firmicutes
Otu056291,Firmicutes
Otu056292,Firmicutes
Otu056293,Firmicutes
Otu056294,Firmicutes
Otu056295,Firmicutes
Otu056296,Firmicutes
Otu056297,Firmicutes
Otu056298,Firmicutes
Otu056299,Firmicutes
Otu056300,Firmicutes
Otu056301,Firmicutes
Otu056302,Firmicutes
Otu056303,Firmicutes
Otu056304,Firmicutes
Otu056305,Firmicutes
Otu056306,Firmicutes
Otu056307,Firmicutes
Otu056308,Firmicutes
Otu056309,Firmicutes
Otu056310,Firmicutes
Otu056311,Firmicutes
Otu056312,Firmicutes
Otu056313,Firmicutes
Otu056314,Firmicutes
Otu056315,Firmicutes
Otu056316,Firmicutes
Otu056317,Firmicutes
Otu056318,Firmicutes
Otu056319,Firmicutes
Otu056320,Firmicutes
Otu056321,Firmicutes
Otu056322,Firmicutes
Otu056323,Firmicutes
Otu056324,Firmicutes
Otu056325,Firmicutes
Otu056326,Firmicutes
Otu056327,Firmicutes
Otu056328,Firmicutes
Otu056329,Firmicutes
Otu056330,Firmicutes
Otu056331,Firmicutes
Otu056332,Firmicutes
Otu056333,Firmicutes
Otu056334,Firmicutes
Otu056335,Firmicutes
Otu056336,Firmicutes
Otu056337,Firmicutes
Otu056338,Firmicutes
Otu056339,Firmicutes
Otu056340,Firmicutes
Otu056341,Firmicutes
Otu056342,Firmicutes
Otu056343,Firmicutes
Otu056344,Firmicutes
Otu056345,Firmicutes
Otu056346,Firmicutes
Otu056347,Firmicutes
