OTU,Taxonomy
Otu054441,Firmicutes
Otu054442,Firmicutes
Otu054443,Firmicutes
Otu054444,Firmicutes
Otu054445,Firmicutes
Otu054446,Firmicutes
Otu054447,Firmicutes
Otu054448,Firmicutes
Otu054449,Firmicutes
Otu054450,Firmicutes
Otu054451,Bacteroidetes
Otu054452,Bacteroidetes
Otu054453,Bacteroidetes
Otu054454,Bacteroidetes
Otu054455,Bacteroidetes
Otu054456,Bacteroidetes
Otu054457,Bacteroidetes
Otu054458,Bacteroidetes
Otu054459,Bacteroidetes
Otu054460,Bacteroidetes
Otu054461,Bacteroidetes
Otu054462,Bacteroidetes
Otu054463,Bacteroidetes
Otu054464,Bacteroidetes
Otu054465,Bacteroidetes
Otu054466,Bacteroidetes
Otu054467,Bacteroidetes
Otu054468,Bacteroidetes
Otu054469,Bacteroidetes
Otu054470,Bacteroidetes
Otu054471,Bacteroidetes
Otu054472,Bacteroidetes
Otu054473,Bacteroidetes
Otu054474,Bacteroidetes
Otu054475,Bacteroidetes
Otu054476,Bacteroidetes
Otu054477,Bacteroidetes
Otu054478,Bacteroidetes
Otu054479,Bacteroidetes
Otu054480,Bacteroidetes
Otu054481,Bacteroidetes
Otu054482,Bacteroidetes
Otu054483,Bacteroidetes
Otu054484,Bacteroidetes
Otu054485,Bacteroidetes
Otu054486,Bacteroidetes
Otu054487,Bacteroidetes
Otu054488,Bacteroidetes
Otu054489,Bacteroidetes
Otu054490,Bacteroidetes
Otu054491,Bacteroidetes
Otu054492,Bacteroidetes
Otu054493,Bacteroidetes
Otu054494,Bacteroidetes
Otu054495,Bacteroidetes
Otu054496,Bacteroidetes
Otu054497,Bacteroidetes
Otu054498,Bacteroidetes
Otu054499,Bacteroidetes
Otu054500,Bacteroidetes
Otu054501,Bacteroidetes
Otu054502,Bacteroidetes
Otu054503,Bacteroidetes
Otu054504,Bacteroidetes
Otu054505,Bacteroidetes
Otu054506,Bacteroidetes
Otu054507,Bacteroidetes
Otu054508,Bacteroidetes
Otu054509,Bacteroidetes
Otu054510,Bacteroidetes
Otu054511,Bacteroidetes
Otu054512,Bacteroidetes
Otu054513,Bacteroidetes
Otu054514,Bacteroidetes
Otu054515,Bacteroidetes
Otu054516,Bacteroidetes
Otu054517,Bacteroidetes
Otu054518,Bacteroidetes
Otu054519,Bacteroidetes
Otu054520,Bacteroidetes
Otu054521,Bacteroidetes
Otu054522,Bacteroidetes
Otu054523,Bacteroidetes
Otu054524,Bacteroidetes
Otu054525,Bacteroidetes
Otu054526,Bacteroidetes
Otu054527,Bacteroidetes
Otu054528,Bacteroidetes
Otu054529,Bacteroidetes
Otu054530,Bacteroidetes
Otu054531,Bacteroidetes
Otu054532,Bacteroidetes
Otu054533,Bacteroidetes
Otu054534,Bacteroidetes
Otu054535,Bacteroidetes
Otu054536,Bacteroidetes
Otu054537,Bacteroidetes
Otu054538,Bacteroidetes
Otu054539,Bacteroidetes
Otu054540,Bacteroidetes
Otu054541,Bacteroidetes
Otu054542,Bacteroidetes
Otu054543,Bacteroidetes
Otu054544,Bacteroidetes
Otu054545,Bacteroidetes
Otu054546,Bacteroidetes
Otu054547,Bacteroidetes
Otu054548,Bacteroidetes
Otu054549,Bacteroidetes
Otu054550,Bacteroidetes
Otu054551,Bacteroidetes
Otu054552,Bacteroidetes
Otu054553,Bacteroidetes
Otu054554,Bacteroidetes
Otu054555,Bacteroidetes
Otu054556,Bacteroidetes
Otu054557,Bacteroidetes
Otu054558,Bacteroidetes
Otu054559,Bacteroidetes
Otu054560,Bacteroidetes
Otu054561,Bacteroidetes
Otu054562,Bacteroidetes
Otu054563,Bacteroidetes
Otu054564,Bacteroidetes
Otu054565,Bacteroidetes
Otu054566,Bacteroidetes
Otu054567,Bacteroidetes
Otu054568,Bacteroidetes
Otu054569,Bacteroidetes
Otu054570,Bacteroidetes
Otu054571,Bacteroidetes
Otu054572,Bacteroidetes
Otu054573,Bacteroidetes
Otu054574,Bacteroidetes
Otu054575,Bacteroidetes
Otu054576,Bacteroidetes
Otu054577,Bacteroidetes
Otu054578,Bacteroidetes
Otu054579,Bacteroidetes
Otu054580,Bacteroidetes
Otu054581,Bacteroidetes
Otu054582,Bacteroidetes
Otu054583,Bacteroidetes
Otu054584,Bacteroidetes
Otu054585,Bacteroidetes
Otu054586,Bacteroidetes
Otu054587,Bacteroidetes
Otu054588,Bacteroidetes
Otu054589,Bacteroidetes
Otu054590,Bacteroidetes
Otu054591,Bacteroidetes
Otu054592,Bacteroidetes
Otu054593,Bacteroidetes
Otu054594,Bacteroidetes
Otu054595,Bacteroidetes
Otu054596,Bacteroidetes
Otu054597,Bacteroidetes
Otu054598,Bacteroidetes
Otu054599,Bacteroidetes
Otu054600,Bacteroidetes
Otu054601,Bacteroidetes
Otu054602,Bacteroidetes
Otu054603,Bacteroidetes
Otu054604,Bacteroidetes
Otu054605,Bacteroidetes
Otu054606,Bacteroidetes
Otu054607,Bacteroidetes
Otu054608,Bacteroidetes
Otu054609,Bacteroidetes
Otu054610,Bacteroidetes
Otu054611,Bacteroidetes
Otu054612,Bacteroidetes
Otu054613,Bacteroidetes
Otu054614,Bacteroidetes
Otu054615,Bacteroidetes
Otu054616,Bacteroidetes
Otu054617,Bacteroidetes
Otu054618,Bacteroidetes
Otu054619,Bacteroidetes
Otu054620,Bacteroidetes
Otu054621,Bacteroidetes
Otu054622,Bacteroidetes
Otu054623,Bacteroidetes
Otu054624,Bacteroidetes
Otu054625,Bacteroidetes
Otu054626,Bacteroidetes
Otu054627,Bacteroidetes
Otu054628,Bacteroidetes
Otu054629,Bacteroidetes
Otu054630,Bacteroidetes
Otu054631,Bacteroidetes
Otu054632,Bacteroidetes
Otu054633,Bacteroidetes
Otu054634,Bacteroidetes
Otu054635,Bacteroidetes
Otu054636,Bacteroidetes
Otu054637,Bacteroidetes
Otu054638,Bacteroidetes
Otu054639,Bacteroidetes
Otu054640,Bacteroidetes
Otu054641,Bacteroidetes
Otu054642,Bacteroidetes
Otu054643,Bacteroidetes
Otu054644,Bacteroidetes
Otu054645,Bacteroidetes
Otu054646,Bacteroidetes
Otu054647,Bacteroidetes
Otu054648,Bacteroidetes
Otu054649,Bacteroidetes
Otu054650,Bacteroidetes
Otu054651,Bacteroidetes
Otu054652,Bacteroidetes
Otu054653,Bacteroidetes
Otu054654,Bacteroidetes
Otu054655,Bacteroidetes
Otu054656,Bacteroidetes
Otu054657,Bacteroidetes
Otu054658,Bacteroidetes
Otu054659,Bacteroidetes
Otu054660,Bacteroidetes
Otu054661,Bacteroidetes
Otu054662,Bacteroidetes
Otu054663,Bacteroidetes
Otu054664,Bacteroidetes
Otu054665,Bacteroidetes
Otu054666,Bacteroidetes
Otu054667,Bacteroidetes
Otu054668,Bacteroidetes
Otu054669,Bacteroidetes
Otu054670,Bacteroidetes
Otu054671,Bacteroidetes
Otu054672,Bacteroidetes
Otu054673,Bacteroidetes
Otu054674,Bacteroidetes
Otu054675,Bacteroidetes
Otu054676,Bacteroidetes
Otu054677,Bacteroidetes
Otu054678,Bacteroidetes
Otu054679,Bacteroidetes
Otu054680,Bacteroidetes
Otu054681,Bacteroidetes
Otu054682,Bacteroidetes
Otu054683,Bacteroidetes
Otu054684,Bacteroidetes
Otu054685,Bacteroidetes
Otu054686,Bacteroidetes
Otu054687,Bacteroidetes
Otu054688,Bacteroidetes
Otu054689,Bacteroidetes
Otu054690,Bacteroidetes
Otu054691,Bacteroidetes
Otu054692,Bacteroidetes
Otu054693,Bacteroidetes
Otu054694,Bacteroidetes
Otu054695,Bacteroidetes
Otu054696,Bacteroidetes
Otu054697,Bacteroidetes
Otu054698,Firmicutes
Otu054699,Firmicutes
Otu054700,Firmicutes
Otu054701,Firmicutes
Otu054702,Firmicutes
Otu054703,Firmicutes
Otu054704,Firmicutes
Otu054705,Firmicutes
Otu054706,Firmicutes
Otu054707,Firmicutes
Otu054708,Firmicutes
Otu054709,Firmicutes
Otu054710,Firmicutes
Otu054711,Firmicutes
Otu054712,Firmicutes
Otu054713,Firmicutes
Otu054714,Firmicutes
Otu054715,Firmicutes
Otu054716,Firmicutes
Otu054717,Firmicutes
Otu054718,Firmicutes
Otu054719,Firmicutes
Otu054720,Firmicutes
Otu054721,Firmicutes
Otu054722,Firmicutes
Otu054723,Firmicutes
Otu054724,Firmicutes
Otu054725,Firmicutes
Otu054726,Firmicutes
Otu054727,Firmicutes
Otu054728,Firmicutes
Otu054729,Firmicutes
Otu054730,Firmicutes
Otu054731,Firmicutes
Otu054732,Firmicutes
Otu054733,Firmicutes
Otu054734,Firmicutes
Otu054735,Firmicutes
Otu054736,Firmicutes
Otu054737,Firmicutes
Otu054738,Firmicutes
Otu054739,Firmicutes
Otu054740,Firmicutes
Otu054741,Firmicutes
Otu054742,Firmicutes
Otu054743,Firmicutes
Otu054744,Firmicutes
Otu054745,Firmicutes
Otu054746,Firmicutes
Otu054747,Firmicutes
Otu054748,Firmicutes
Otu054749,Firmicutes
Otu054750,Firmicutes
Otu054751,Firmicutes
Otu054752,Firmicutes
Otu054753,Firmicutes
Otu054754,Firmicutes
Otu054755,Firmicutes
Otu054756,Firmicutes
Otu054757,Firmicutes
Otu054758,Firmicutes
Otu054759,Firmicutes
Otu054760,Firmicutes
Otu054761,Firmicutes
Otu054762,Firmicutes
Otu054763,Firmicutes
Otu054764,Firmicutes
Otu054765,Firmicutes
Otu054766,Firmicutes
Otu054767,Firmicutes
Otu054768,Firmicutes
Otu054769,Firmicutes
Otu054770,Firmicutes
Otu054771,Firmicutes
Otu054772,Firmicutes
Otu054773,Firmicutes
Otu054774,Firmicutes
Otu054775,Firmicutes
Otu054776,Firmicutes
Otu054777,Firmicutes
Otu054778,Firmicutes
Otu054779,Firmicutes
Otu054780,Firmicutes
Otu054781,Firmicutes
Otu054782,Firmicutes
Otu054783,Firmicutes
Otu054784,Firmicutes
Otu054785,Firmicutes
Otu054786,Firmicutes
Otu054787,Firmicutes
Otu054788,Firmicutes
Otu054789,Firmicutes
Otu054790,Firmicutes
Otu054791,Firmicutes
Otu054792,Firmicutes
Otu054793,Firmicutes
Otu054794,Firmicutes
Otu054795,Firmicutes
Otu054796,Firmicutes
Otu054797,Firmicutes
Otu054798,Firmicutes
Otu054799,Firmicutes
Otu054800,Firmicutes
Otu054801,Firmicutes
Otu054802,Firmicutes
Otu054803,Firmicutes
Otu054804,Firmicutes
Otu054805,Firmicutes
Otu054806,Firmicutes
Otu054807,Firmicutes
Otu054808,Firmicutes
Otu054809,Firmicutes
Otu054810,Firmicutes
Otu054811,Firmicutes
Otu054812,Firmicutes
Otu054813,Firmicutes
Otu054814,Firmicutes
Otu054815,Firmicutes
Otu054816,Firmicutes
Otu054817,Firmicutes
Otu054818,Firmicutes
Otu054819,Firmicutes
Otu054820,Firmicutes
Otu054821,Firmicutes
Otu054822,Firmicutes
Otu054823,Firmicutes
Otu054824,Firmicutes
Otu054825,Firmicutes
Otu054826,Firmicutes
Otu054827,Firmicutes
Otu054828,Firmicutes
Otu054829,Firmicutes
Otu054830,Firmicutes
Otu054831,Firmicutes
Otu054832,Firmicutes
Otu054833,Firmicutes
Otu054834,Firmicutes
Otu054835,Firmicutes
Otu054836,Firmicutes
Otu054837,Firmicutes
Otu054838,Firmicutes
Otu054839,Firmicutes
Otu054840,Firmicutes
Otu054841,Firmicutes
Otu054842,Firmicutes
Otu054843,Firmicutes
Otu054844,Firmicutes
Otu054845,Firmicutes
Otu054846,Firmicutes
Otu054847,Firmicutes
Otu054848,Firmicutes
Otu054849,Firmicutes
Otu054850,Firmicutes
Otu054851,Firmicutes
Otu054852,Firmicutes
Otu054853,Firmicutes
Otu054854,Firmicutes
Otu054855,Firmicutes
Otu054856,Firmicutes
Otu054857,Firmicutes
Otu054858,Firmicutes
Otu054859,Firmicutes
Otu054860,Firmicutes
Otu054861,Firmicutes
Otu054862,Firmicutes
Otu054863,Firmicutes
Otu054864,Firmicutes
Otu054865,Firmicutes
Otu054866,Firmicutes
Otu054867,Firmicutes
Otu054868,Firmicutes
Otu054869,Firmicutes
Otu054870,Firmicutes
Otu054871,Firmicutes
Otu054872,Firmicutes
Otu054873,Firmicutes
Otu054874,Firmicutes
Otu054875,Firmicutes
Otu054876,Firmicutes
Otu054877,Firmicutes
Otu054878,Firmicutes
Otu054879,Firmicutes
Otu054880,Firmicutes
Otu054881,Firmicutes
Otu054882,Firmicutes
Otu054883,Firmicutes
Otu054884,Firmicutes
Otu054885,Firmicutes
Otu054886,Firmicutes
Otu054887,Firmicutes
Otu054888,Firmicutes
Otu054889,Firmicutes
Otu054890,Firmicutes
Otu054891,Firmicutes
Otu054892,Firmicutes
Otu054893,Firmicutes
Otu054894,Firmicutes
Otu054895,Firmicutes
Otu054896,Firmicutes
Otu054897,Firmicutes
Otu054898,Firmicutes
Otu054899,Firmicutes
Otu054900,Firmicutes
Otu054901,Firmicutes
Otu054902,Firmicutes
Otu054903,Firmicutes
Otu054904,Firmicutes
Otu054905,Firmicutes
Otu054906,Firmicutes
Otu054907,Firmicutes
Otu054908,Firmicutes
Otu054909,Firmicutes
Otu054910,Firmicutes
Otu054911,Firmicutes
Otu054912,Firmicutes
Otu054913,Firmicutes
Otu054914,Firmicutes
Otu054915,Firmicutes
Otu054916,Firmicutes
Otu054917,Firmicutes
Otu054918,Firmicutes
Otu054919,Firmicutes
Otu054920,Firmicutes
Otu054921,Firmicutes
Otu054922,Firmicutes
Otu054923,Firmicutes
Otu054924,Firmicutes
Otu054925,Firmicutes
Otu054926,Firmicutes
Otu054927,Firmicutes
Otu054928,Firmicutes
Otu054929,Firmicutes
Otu054930,Firmicutes
Otu054931,Firmicutes
Otu054932,Firmicutes
Otu054933,Firmicutes
Otu054934,Firmicutes
Otu054935,Firmicutes
Otu054936,Firmicutes
Otu054937,Firmicutes
Otu054938,Firmicutes
Otu054939,Firmicutes
Otu054940,Firmicutes
Otu054941,Firmicutes
Otu054942,Firmicutes
Otu054943,Firmicutes
Otu054944,Firmicutes
Otu054945,Firmicutes
Otu054946,Firmicutes
Otu054947,Firmicutes
Otu054948,Firmicutes
Otu054949,Firmicutes
Otu054950,Firmicutes
Otu054951,Firmicutes
Otu054952,Firmicutes
Otu054953,Firmicutes
Otu054954,Firmicutes
Otu054955,Firmicutes
Otu054956,Firmicutes
Otu054957,Firmicutes
Otu054958,Firmicutes
Otu054959,Firmicutes
Otu054960,Firmicutes
Otu054961,Firmicutes
Otu054962,Firmicutes
Otu054963,Firmicutes
Otu054964,Firmicutes
Otu054965,Firmicutes
Otu054966,Firmicutes
Otu054967,Firmicutes
Otu054968,Firmicutes
Otu054969,Firmicutes
Otu054970,Firmicutes
Otu054971,Firmicutes
Otu054972,Firmicutes
Otu054973,Firmicutes
Otu054974,Firmicutes
Otu054975,Firmicutes
Otu054976,Firmicutes
Otu054977,Firmicutes
Otu054978,Firmicutes
Otu054979,Firmicutes
Otu054980,Firmicutes
Otu054981,Firmicutes
Otu054982,Firmicutes
Otu054983,Firmicutes
Otu054984,Firmicutes
Otu054985,Firmicutes
Otu054986,Firmicutes
Otu054987,Firmicutes
Otu054988,Firmicutes
Otu054989,Firmicutes
Otu054990,Firmicutes
Otu054991,Firmicutes
Otu054992,Firmicutes
Otu054993,Firmicutes
Otu054994,Firmicutes
Otu054995,Firmicutes
Otu054996,Firmicutes
Otu054997,Firmicutes
Otu054998,Firmicutes
Otu054999,Firmicutes
Otu055000,Firmicutes
Otu055001,Firmicutes
Otu055002,Firmicutes
Otu055003,Firmicutes
Otu055004,Firmicutes
Otu055005,Firmicutes
Otu055006,Firmicutes
Otu055007,Firmicutes
Otu055008,Firmicutes
Otu055009,Firmicutes
Otu055010,Firmicutes
Otu055011,Firmicutes
Otu055012,Firmicutes
Otu055013,Firmicutes
Otu055014,Firmicutes
Otu055015,Firmicutes
Otu055016,Firmicutes
Otu055017,Firmicutes
Otu055018,Firmicutes
Otu055019,Firmicutes
Otu055020,Firmicutes
Otu055021,Firmicutes
Otu055022,Firmicutes
Otu055023,Firmicutes
Otu055024,Firmicutes
Otu055025,Firmicutes
Otu055026,Firmicutes
Otu055027,Firmicutes
Otu055028,Firmicutes
Otu055029,Firmicutes
Otu055030,Firmicutes
Otu055031,Firmicutes
Otu055032,Firmicutes
Otu055033,Firmicutes
Otu055034,Firmicutes
Otu055035,Firmicutes
Otu055036,Firmicutes
Otu055037,Firmicutes
Otu055038,Firmicutes
Otu055039,Firmicutes
Otu055040,Firmicutes
Otu055041,Firmicutes
Otu055042,Firmicutes
Otu055043,Firmicutes
Otu055044,Firmicutes
Otu055045,Firmicutes
Otu055046,Firmicutes
Otu055047,Firmicutes
Otu055048,Firmicutes
Otu055049,Firmicutes
Otu055050,Firmicutes
Otu055051,Firmicutes
Otu055052,Firmicutes
Otu055053,Firmicutes
Otu055054,Firmicutes
Otu055055,Firmicutes
Otu055056,Firmicutes
Otu055057,Firmicutes
Otu055058,Firmicutes
Otu055059,Firmicutes
Otu055060,Firmicutes
Otu055061,Firmicutes
Otu055062,Firmicutes
Otu055063,Firmicutes
Otu055064,Firmicutes
Otu055065,Firmicutes
Otu055066,Firmicutes
Otu055067,Firmicutes
Otu055068,Firmicutes
Otu055069,Firmicutes
Otu055070,Firmicutes
Otu055071,Firmicutes
Otu055072,Firmicutes
Otu055073,Firmicutes
Otu055074,Firmicutes
Otu055075,Firmicutes
Otu055076,Firmicutes
Otu055077,Firmicutes
Otu055078,Firmicutes
Otu055079,Firmicutes
Otu055080,Firmicutes
Otu055081,Firmicutes
Otu055082,Firmicutes
Otu055083,Firmicutes
Otu055084,Firmicutes
Otu055085,Bacteroidetes
Otu055086,Bacteroidetes
Otu055087,Bacteroidetes
Otu055088,Bacteroidetes
Otu055089,Bacteroidetes
Otu055090,Bacteroidetes
Otu055091,Bacteroidetes
Otu055092,Bacteroidetes
Otu055093,Bacteroidetes
Otu055094,Bacteroidetes
Otu055095,Bacteroidetes
Otu055096,Bacteroidetes
Otu055097,Bacteroidetes
Otu055098,Bacteroidetes
Otu055099,Bacteroidetes
Otu055100,Bacteroidetes
Otu055101,Bacteroidetes
Otu055102,Bacteroidetes
Otu055103,Bacteroidetes
Otu055104,Bacteroidetes
Otu055105,Bacteroidetes
Otu055106,Bacteroidetes
Otu055107,Bacteroidetes
Otu055108,Bacteroidetes
Otu055109,Bacteroidetes
Otu055110,Bacteroidetes
Otu055111,Bacteroidetes
Otu055112,Bacteroidetes
Otu055113,Bacteroidetes
Otu055114,Bacteroidetes
Otu055115,Bacteroidetes
Otu055116,Bacteroidetes
Otu055117,Bacteroidetes
Otu055118,Bacteroidetes
Otu055119,Bacteroidetes
Otu055120,Bacteroidetes
Otu055121,Bacteroidetes
Otu055122,Bacteroidetes
Otu055123,Bacteroidetes
Otu055124,Bacteroidetes
Otu055125,Bacteroidetes
Otu055126,Bacteroidetes
Otu055127,Bacteroidetes
Otu055128,Bacteroidetes
Otu055129,Bacteroidetes
Otu055130,Bacteroidetes
Otu055131,Bacteroidetes
Otu055132,Bacteroidetes
Otu055133,Bacteroidetes
Otu055134,Bacteroidetes
Otu055135,Bacteroidetes
Otu055136,Bacteroidetes
Otu055137,Bacteroidetes
Otu055138,Bacteroidetes
Otu055139,Bacteroidetes
Otu055140,Bacteroidetes
Otu055141,Bacteroidetes
Otu055142,Bacteroidetes
Otu055143,Bacteroidetes
Otu055144,Bacteroidetes
Otu055145,Bacteroidetes
Otu055146,Bacteroidetes
Otu055147,Bacteroidetes
Otu055148,Bacteroidetes
Otu055149,Bacteroidetes
Otu055150,Bacteroidetes
Otu055151,Bacteroidetes
Otu055152,Bacteroidetes
Otu055153,Bacteroidetes
Otu055154,Bacteroidetes
Otu055155,Bacteroidetes
Otu055156,Bacteroidetes
Otu055157,Bacteroidetes
Otu055158,Bacteroidetes
Otu055159,Bacteroidetes
Otu055160,Bacteroidetes
Otu055161,Bacteroidetes
Otu055162,Bacteroidetes
Otu055163,Bacteroidetes
Otu055164,Bacteroidetes
Otu055165,Bacteroidetes
Otu055166,Bacteroidetes
Otu055167,Bacteroidetes
Otu055168,Bacteroidetes
Otu055169,Bacteroidetes
Otu055170,Bacteroidetes
Otu055171,Bacteroidetes
Otu055172,Bacteroidetes
Otu055173,Bacteroidetes
Otu055174,Bacteroidetes
Otu055175,Bacteroidetes
Otu055176,Bacteroidetes
Otu055177,Bacteroidetes
Otu055178,Bacteroidetes
Otu055179,Bacteroidetes
Otu055180,Bacteroidetes
Otu055181,Bacteroidetes
Otu055182,Bacteroidetes
Otu055183,Bacteroidetes
Otu055184,Bacteroidetes
Otu055185,Bacteroidetes
Otu055186,Bacteroidetes
Otu055187,Bacteroidetes
Otu055188,Bacteroidetes
Otu055189,Bacteroidetes
Otu055190,Bacteroidetes
Otu055191,Bacteroidetes
Otu055192,Bacteroidetes
Otu055193,Bacteroidetes
Otu055194,Bacteroidetes
Otu055195,Bacteroidetes
Otu055196,Bacteroidetes
Otu055197,Bacteroidetes
Otu055198,Bacteroidetes
Otu055199,Bacteroidetes
Otu055200,Bacteroidetes
Otu055201,Bacteroidetes
Otu055202,Bacteroidetes
Otu055203,Bacteroidetes
Otu055204,Bacteroidetes
Otu055205,Bacteroidetes
Otu055206,Bacteroidetes
Otu055207,Bacteroidetes
Otu055208,Bacteroidetes
Otu055209,Bacteroidetes
Otu055210,Bacteroidetes
Otu055211,Bacteroidetes
Otu055212,Bacteroidetes
Otu055213,Bacteroidetes
Otu055214,Bacteroidetes
Otu055215,Bacteroidetes
Otu055216,Bacteroidetes
Otu055217,Bacteroidetes
Otu055218,Bacteroidetes
Otu055219,Bacteroidetes
Otu055220,Bacteroidetes
Otu055221,Bacteroidetes
Otu055222,Bacteroidetes
Otu055223,Bacteroidetes
Otu055224,Bacteroidetes
Otu055225,Bacteroidetes
Otu055226,Bacteroidetes
Otu055227,Bacteroidetes
Otu055228,Bacteroidetes
Otu055229,Bacteroidetes
Otu055230,Bacteroidetes
Otu055231,Bacteroidetes
Otu055232,Bacteroidetes
Otu055233,Bacteroidetes
Otu055234,Bacteroidetes
Otu055235,Bacteroidetes
Otu055236,Bacteroidetes
Otu055237,Bacteroidetes
Otu055238,Bacteroidetes
Otu055239,Bacteroidetes
Otu055240,Bacteroidetes
Otu055241,Bacteroidetes
Otu055242,Bacteroidetes
Otu055243,Bacteroidetes
Otu055244,Bacteroidetes
Otu055245,Bacteroidetes
Otu055246,Bacteroidetes
Otu055247,Bacteroidetes
Otu055248,Bacteroidetes
Otu055249,Bacteroidetes
Otu055250,Bacteroidetes
Otu055251,Bacteroidetes
Otu055252,Bacteroidetes
Otu055253,Bacteroidetes
Otu055254,Bacteroidetes
Otu055255,Bacteroidetes
Otu055256,Bacteroidetes
Otu055257,Bacteroidetes
Otu055258,Bacteroidetes
Otu055259,Bacteroidetes
Otu055260,Bacteroidetes
Otu055261,Bacteroidetes
Otu055262,Bacteroidetes
Otu055263,Bacteroidetes
Otu055264,Bacteroidetes
Otu055265,Bacteroidetes
Otu055266,Bacteroidetes
Otu055267,Bacteroidetes
Otu055268,Bacteroidetes
Otu055269,Bacteroidetes
Otu055270,Bacteroidetes
Otu055271,Bacteroidetes
Otu055272,Bacteroidetes
Otu055273,Bacteroidetes
Otu055274,Bacteroidetes
Otu055275,Bacteroidetes
Otu055276,Bacteroidetes
Otu055277,Bacteroidetes
Otu055278,Bacteroidetes
Otu055279,Bacteroidetes
Otu055280,Bacteroidetes
Otu055281,Bacteroidetes
Otu055282,Bacteroidetes
Otu055283,Bacteroidetes
Otu055284,Bacteroidetes
Otu055285,Bacteroidetes
Otu055286,Bacteroidetes
Otu055287,Bacteroidetes
Otu055288,Bacteroidetes
Otu055289,Bacteroidetes
Otu055290,Bacteroidetes
Otu055291,Bacteroidetes
Otu055292,Bacteroidetes
Otu055293,Bacteroidetes
Otu055294,Bacteroidetes
Otu055295,Bacteroidetes
Otu055296,Bacteroidetes
Otu055297,Bacteroidetes
Otu055298,Bacteroidetes
Otu055299,Bacteroidetes
Otu055300,Bacteroidetes
Otu055301,Bacteroidetes
Otu055302,Bacteroidetes
Otu055303,Bacteroidetes
Otu055304,Bacteroidetes
Otu055305,Bacteroidetes
Otu055306,Bacteroidetes
Otu055307,Bacteroidetes
Otu055308,Bacteroidetes
Otu055309,Bacteroidetes
Otu055310,Bacteroidetes
Otu055311,Bacteroidetes
Otu055312,Bacteroidetes
Otu055313,Bacteroidetes
Otu055314,Bacteroidetes
Otu055315,Bacteroidetes
Otu055316,Bacteroidetes
Otu055317,Bacteroidetes
Otu055318,Bacteroidetes
Otu055319,Bacteroidetes
Otu055320,Bacteroidetes
Otu055321,Bacteroidetes
Otu055322,Bacteroidetes
Otu055323,Bacteroidetes
Otu055324,Bacteroidetes
Otu055325,Bacteroidetes
Otu055326,Bacteroidetes
Otu055327,Bacteroidetes
Otu055328,Bacteroidetes
Otu055329,Bacteroidetes
Otu055330,Bacteroidetes
Otu055331,Bacteroidetes
Otu055332,Bacteroidetes
Otu055333,Bacteroidetes
Otu055334,Bacteroidetes
Otu055335,Bacteroidetes
Otu055336,Bacteroidetes
Otu055337,Bacteroidetes
Otu055338,Bacteroidetes
Otu055339,Bacteroidetes
Otu055340,Bacteroidetes
Otu055341,Bacteroidetes
Otu055342,Bacteroidetes
Otu055343,Bacteroidetes
Otu055344,Bacteroidetes
Otu055345,Bacteroidetes
Otu055346,Bacteroidetes
Otu055347,Bacteroidetes
Otu055348,Bacteroidetes
Otu055349,Bacteroidetes
Otu055350,Bacteroidetes
Otu055351,Bacteroidetes
Otu055352,Bacteroidetes
Otu055353,Bacteroidetes
Otu055354,Bacteroidetes
Otu055355,Bacteroidetes
Otu055356,Bacteroidetes
Otu055357,Bacteroidetes
Otu055358,Bacteroidetes
Otu055359,Bacteroidetes
Otu055360,Bacteroidetes
Otu055361,Bacteroidetes
Otu055362,Bacteroidetes
Otu055363,Bacteroidetes
Otu055364,Bacteroidetes
Otu055365,Bacteroidetes
Otu055366,Bacteroidetes
Otu055367,Bacteroidetes
Otu055368,Bacteroidetes
Otu055369,Bacteroidetes
Otu055370,Bacteroidetes
Otu055371,Bacteroidetes
Otu055372,Bacteroidetes
Otu055373,Bacteroidetes
Otu055374,Bacteroidetes
Otu055375,Bacteroidetes
Otu055376,Bacteroidetes
Otu055377,Bacteroidetes
Otu055378,Bacteroidetes
Otu055379,Bacteroidetes
Otu055380,Bacteroidetes
Otu055381,Bacteroidetes
Otu055382,Bacteroidetes
Otu055383,Bacteroidetes
Otu055384,Bacteroidetes
Otu055385,Bacteroidetes
Otu055386,Bacteroidetes
Otu055387,Bacteroidetes
Otu055388,Bacteroidetes
Otu055389,Bacteroidetes
Otu055390,Bacteroidetes
Otu055391,Bacteroidetes
Otu055392,Bacteroidetes
Otu055393,Bacteroidetes
Otu055394,Bacteroidetes
Otu055395,Bacteroidetes
Otu055396,Bacteroidetes
Otu055397,Bacteroidetes
Otu055398,Bacteroidetes
Otu055399,Bacteroidetes
Otu055400,Bacteroidetes
Otu055401,Bacteroidetes
Otu055402,Bacteroidetes
Otu055403,Bacteroidetes
Otu055404,Bacteroidetes
Otu055405,Bacteroidetes
Otu055406,Bacteroidetes
Otu055407,Bacteroidetes
Otu055408,Bacteroidetes
Otu055409,Bacteroidetes
Otu055410,Bacteroidetes
Otu055411,Bacteroidetes
Otu055412,Bacteroidetes
Otu055413,Bacteroidetes
Otu055414,Bacteroidetes
Otu055415,Bacteroidetes
Otu055416,Bacteroidetes
Otu055417,Bacteroidetes
Otu055418,Bacteroidetes
Otu055419,Bacteroidetes
Otu055420,Bacteroidetes
Otu055421,Bacteroidetes
Otu055422,Bacteroidetes
Otu055423,Bacteroidetes
Otu055424,Bacteroidetes
Otu055425,Bacteroidetes
