"","Sensitivity","Specificity","Study"
"569",0.631067961165049,0.76980198019802,"Goodrich"
"570",0.621359223300971,0.76980198019802,"Goodrich"
"571",0.621359223300971,0.772277227722772,"Goodrich"
"572",0.611650485436893,0.772277227722772,"Goodrich"
"573",0.601941747572815,0.772277227722772,"Goodrich"
"574",0.592233009708738,0.772277227722772,"Goodrich"
"575",0.592233009708738,0.774752475247525,"Goodrich"
"576",0.592233009708738,0.777227722772277,"Goodrich"
"577",0.58252427184466,0.777227722772277,"Goodrich"
"578",0.58252427184466,0.77970297029703,"Goodrich"
"579",0.58252427184466,0.782178217821782,"Goodrich"
"580",0.572815533980582,0.782178217821782,"Goodrich"
"581",0.572815533980582,0.784653465346535,"Goodrich"
"582",0.563106796116505,0.784653465346535,"Goodrich"
"583",0.563106796116505,0.787128712871287,"Goodrich"
"584",0.563106796116505,0.78960396039604,"Goodrich"
"585",0.563106796116505,0.792079207920792,"Goodrich"
"586",0.563106796116505,0.794554455445545,"Goodrich"
"587",0.563106796116505,0.797029702970297,"Goodrich"
"588",0.563106796116505,0.79950495049505,"Goodrich"
"589",0.563106796116505,0.801980198019802,"Goodrich"
"590",0.563106796116505,0.804455445544555,"Goodrich"
"591",0.563106796116505,0.806930693069307,"Goodrich"
"592",0.553398058252427,0.806930693069307,"Goodrich"
"593",0.553398058252427,0.809405940594059,"Goodrich"
"594",0.543689320388349,0.809405940594059,"Goodrich"
"595",0.543689320388349,0.811881188118812,"Goodrich"
"596",0.533980582524272,0.811881188118812,"Goodrich"
"597",0.524271844660194,0.811881188118812,"Goodrich"
"598",0.524271844660194,0.814356435643564,"Goodrich"
"599",0.514563106796116,0.814356435643564,"Goodrich"
"600",0.514563106796116,0.816831683168317,"Goodrich"
"601",0.504854368932039,0.816831683168317,"Goodrich"
"602",0.504854368932039,0.819306930693069,"Goodrich"
"603",0.504854368932039,0.824257425742574,"Goodrich"
"604",0.495145631067961,0.824257425742574,"Goodrich"
"605",0.495145631067961,0.826732673267327,"Goodrich"
"606",0.495145631067961,0.829207920792079,"Goodrich"
"607",0.495145631067961,0.831683168316832,"Goodrich"
"608",0.495145631067961,0.834158415841584,"Goodrich"
"609",0.495145631067961,0.836633663366337,"Goodrich"
"610",0.485436893203884,0.836633663366337,"Goodrich"
"611",0.485436893203884,0.839108910891089,"Goodrich"
"612",0.485436893203884,0.841584158415842,"Goodrich"
"613",0.475728155339806,0.841584158415842,"Goodrich"
"614",0.466019417475728,0.841584158415842,"Goodrich"
"615",0.456310679611651,0.841584158415842,"Goodrich"
"616",0.456310679611651,0.844059405940594,"Goodrich"
"617",0.456310679611651,0.846534653465347,"Goodrich"
"618",0.456310679611651,0.849009900990099,"Goodrich"
"619",0.456310679611651,0.851485148514851,"Goodrich"
"620",0.456310679611651,0.853960396039604,"Goodrich"
"621",0.446601941747573,0.856435643564356,"Goodrich"
"622",0.436893203883495,0.856435643564356,"Goodrich"
"623",0.427184466019417,0.856435643564356,"Goodrich"
"624",0.41747572815534,0.856435643564356,"Goodrich"
"625",0.41747572815534,0.858910891089109,"Goodrich"
"626",0.407766990291262,0.858910891089109,"Goodrich"
"627",0.407766990291262,0.861386138613861,"Goodrich"
"628",0.407766990291262,0.863861386138614,"Goodrich"
"629",0.407766990291262,0.868811881188119,"Goodrich"
"630",0.398058252427184,0.868811881188119,"Goodrich"
"631",0.398058252427184,0.871287128712871,"Goodrich"
"632",0.388349514563107,0.871287128712871,"Goodrich"
"633",0.388349514563107,0.873762376237624,"Goodrich"
"634",0.388349514563107,0.876237623762376,"Goodrich"
"635",0.378640776699029,0.876237623762376,"Goodrich"
"636",0.378640776699029,0.878712871287129,"Goodrich"
"637",0.368932038834951,0.878712871287129,"Goodrich"
"638",0.368932038834951,0.881188118811881,"Goodrich"
"639",0.368932038834951,0.883663366336634,"Goodrich"
"640",0.359223300970874,0.883663366336634,"Goodrich"
"641",0.359223300970874,0.886138613861386,"Goodrich"
"642",0.359223300970874,0.888613861386139,"Goodrich"
"643",0.349514563106796,0.888613861386139,"Goodrich"
"644",0.349514563106796,0.891089108910891,"Goodrich"
"645",0.339805825242718,0.891089108910891,"Goodrich"
"646",0.339805825242718,0.893564356435644,"Goodrich"
"647",0.330097087378641,0.893564356435644,"Goodrich"
"648",0.320388349514563,0.893564356435644,"Goodrich"
"649",0.320388349514563,0.896039603960396,"Goodrich"
"650",0.320388349514563,0.898514851485149,"Goodrich"
"651",0.320388349514563,0.900990099009901,"Goodrich"
"652",0.310679611650485,0.900990099009901,"Goodrich"
"653",0.310679611650485,0.903465346534653,"Goodrich"
"654",0.300970873786408,0.903465346534653,"Goodrich"
"655",0.29126213592233,0.903465346534653,"Goodrich"
"656",0.29126213592233,0.905940594059406,"Goodrich"
"657",0.29126213592233,0.908415841584158,"Goodrich"
"658",0.281553398058252,0.908415841584158,"Goodrich"
"659",0.281553398058252,0.910891089108911,"Goodrich"
"660",0.271844660194175,0.910891089108911,"Goodrich"
"661",0.262135922330097,0.910891089108911,"Goodrich"
"662",0.262135922330097,0.913366336633663,"Goodrich"
"663",0.262135922330097,0.915841584158416,"Goodrich"
"664",0.252427184466019,0.915841584158416,"Goodrich"
"665",0.252427184466019,0.918316831683168,"Goodrich"
"666",0.242718446601942,0.918316831683168,"Goodrich"
"667",0.242718446601942,0.920792079207921,"Goodrich"
"668",0.242718446601942,0.923267326732673,"Goodrich"
"669",0.242718446601942,0.925742574257426,"Goodrich"
"670",0.242718446601942,0.928217821782178,"Goodrich"
"671",0.233009708737864,0.928217821782178,"Goodrich"
"672",0.223300970873786,0.928217821782178,"Goodrich"
"673",0.213592233009709,0.928217821782178,"Goodrich"
"674",0.203883495145631,0.928217821782178,"Goodrich"
"675",0.203883495145631,0.930693069306931,"Goodrich"
"676",0.203883495145631,0.933168316831683,"Goodrich"
"677",0.203883495145631,0.935643564356436,"Goodrich"
"678",0.203883495145631,0.938118811881188,"Goodrich"
"679",0.194174757281553,0.938118811881188,"Goodrich"
"680",0.194174757281553,0.940594059405941,"Goodrich"
"681",0.194174757281553,0.943069306930693,"Goodrich"
"682",0.184466019417476,0.943069306930693,"Goodrich"
"683",0.184466019417476,0.945544554455445,"Goodrich"
"684",0.184466019417476,0.948019801980198,"Goodrich"
"685",0.184466019417476,0.95049504950495,"Goodrich"
"686",0.174757281553398,0.95049504950495,"Goodrich"
"687",0.174757281553398,0.952970297029703,"Goodrich"
"688",0.174757281553398,0.955445544554455,"Goodrich"
"689",0.16504854368932,0.955445544554455,"Goodrich"
"690",0.16504854368932,0.957920792079208,"Goodrich"
"691",0.16504854368932,0.96039603960396,"Goodrich"
"692",0.16504854368932,0.962871287128713,"Goodrich"
"693",0.155339805825243,0.962871287128713,"Goodrich"
"694",0.145631067961165,0.962871287128713,"Goodrich"
"695",0.145631067961165,0.965346534653465,"Goodrich"
"696",0.135922330097087,0.965346534653465,"Goodrich"
"697",0.12621359223301,0.965346534653465,"Goodrich"
"698",0.116504854368932,0.965346534653465,"Goodrich"
"699",0.116504854368932,0.967821782178218,"Goodrich"
"700",0.116504854368932,0.97029702970297,"Goodrich"
"701",0.106796116504854,0.97029702970297,"Goodrich"
"702",0.106796116504854,0.972772277227723,"Goodrich"
"703",0.0970873786407767,0.972772277227723,"Goodrich"
"704",0.0970873786407767,0.975247524752475,"Goodrich"
"705",0.087378640776699,0.975247524752475,"Goodrich"
"706",0.0776699029126214,0.975247524752475,"Goodrich"
"707",0.0679611650485437,0.975247524752475,"Goodrich"
"708",0.058252427184466,0.975247524752475,"Goodrich"
"709",0.058252427184466,0.977722772277228,"Goodrich"
"710",0.058252427184466,0.98019801980198,"Goodrich"
"711",0.058252427184466,0.982673267326733,"Goodrich"
"712",0.058252427184466,0.985148514851485,"Goodrich"
"713",0.058252427184466,0.987623762376238,"Goodrich"
"714",0.058252427184466,0.99009900990099,"Goodrich"
"715",0.0485436893203883,0.99009900990099,"Goodrich"
"716",0.0485436893203883,0.992574257425743,"Goodrich"
"717",0.0485436893203883,0.995049504950495,"Goodrich"
"718",0.0388349514563107,0.995049504950495,"Goodrich"
"719",0.029126213592233,0.995049504950495,"Goodrich"
"720",0.029126213592233,0.997524752475248,"Goodrich"
"721",0.0194174757281553,0.997524752475248,"Goodrich"
"722",0.00970873786407767,0.997524752475248,"Goodrich"
"723",0.00970873786407767,1,"Goodrich"
"724",0,1,"Goodrich"
"725",1,0,"Escobar"
"726",1,0.05,"Escobar"
"727",1,0.1,"Escobar"
"728",1,0.15,"Escobar"
"729",1,0.2,"Escobar"
"730",1,0.25,"Escobar"
"731",1,0.3,"Escobar"
"732",1,0.35,"Escobar"
"733",1,0.4,"Escobar"
"734",0.9,0.4,"Escobar"
"735",0.9,0.45,"Escobar"
"736",0.9,0.5,"Escobar"
"737",0.9,0.55,"Escobar"
"738",0.9,0.6,"Escobar"
"739",0.9,0.65,"Escobar"
"740",0.9,0.7,"Escobar"
"741",0.9,0.75,"Escobar"
"742",0.9,0.8,"Escobar"
"743",0.9,0.85,"Escobar"
"744",0.8,0.85,"Escobar"
"745",0.8,0.9,"Escobar"
"746",0.8,0.95,"Escobar"
"747",0.8,1,"Escobar"
"748",0.7,1,"Escobar"
"749",0.6,1,"Escobar"
"750",0.5,1,"Escobar"
"751",0.4,1,"Escobar"
"752",0.3,1,"Escobar"
"753",0.2,1,"Escobar"
"754",0.1,1,"Escobar"
"755",0,1,"Escobar"
"756",1,0,"Zupancic"
"757",1,0.00775193798449612,"Zupancic"
"758",1,0.0155038759689922,"Zupancic"
"759",0.985915492957746,0.0155038759689922,"Zupancic"
"760",0.985915492957746,0.0232558139534884,"Zupancic"
"761",0.985915492957746,0.0310077519379845,"Zupancic"
"762",0.971830985915493,0.0310077519379845,"Zupancic"
"763",0.957746478873239,0.0310077519379845,"Zupancic"
"764",0.957746478873239,0.0387596899224806,"Zupancic"
"765",0.957746478873239,0.0465116279069767,"Zupancic"
"766",0.957746478873239,0.0542635658914729,"Zupancic"
"767",0.957746478873239,0.062015503875969,"Zupancic"
"768",0.957746478873239,0.0697674418604651,"Zupancic"
"769",0.957746478873239,0.0775193798449612,"Zupancic"
"770",0.957746478873239,0.0852713178294574,"Zupancic"
"771",0.957746478873239,0.0930232558139535,"Zupancic"
"772",0.957746478873239,0.108527131782946,"Zupancic"
"773",0.957746478873239,0.116279069767442,"Zupancic"
"774",0.943661971830986,0.116279069767442,"Zupancic"
"775",0.943661971830986,0.124031007751938,"Zupancic"
"776",0.929577464788732,0.124031007751938,"Zupancic"
"777",0.929577464788732,0.131782945736434,"Zupancic"
"778",0.929577464788732,0.13953488372093,"Zupancic"
"779",0.929577464788732,0.147286821705426,"Zupancic"
"780",0.929577464788732,0.155038759689922,"Zupancic"
"781",0.929577464788732,0.162790697674419,"Zupancic"
"782",0.929577464788732,0.170542635658915,"Zupancic"
"783",0.929577464788732,0.178294573643411,"Zupancic"
"784",0.929577464788732,0.186046511627907,"Zupancic"
"785",0.929577464788732,0.193798449612403,"Zupancic"
"786",0.929577464788732,0.201550387596899,"Zupancic"
"787",0.929577464788732,0.209302325581395,"Zupancic"
"788",0.929577464788732,0.217054263565891,"Zupancic"
"789",0.915492957746479,0.217054263565891,"Zupancic"
"790",0.915492957746479,0.224806201550388,"Zupancic"
"791",0.915492957746479,0.232558139534884,"Zupancic"
"792",0.915492957746479,0.24031007751938,"Zupancic"
"793",0.915492957746479,0.248062015503876,"Zupancic"
"794",0.915492957746479,0.255813953488372,"Zupancic"
"795",0.915492957746479,0.263565891472868,"Zupancic"
"796",0.915492957746479,0.271317829457364,"Zupancic"
"797",0.915492957746479,0.27906976744186,"Zupancic"
"798",0.915492957746479,0.286821705426357,"Zupancic"
"799",0.915492957746479,0.294573643410853,"Zupancic"
"800",0.915492957746479,0.302325581395349,"Zupancic"
"801",0.915492957746479,0.310077519379845,"Zupancic"
"802",0.915492957746479,0.317829457364341,"Zupancic"
"803",0.915492957746479,0.325581395348837,"Zupancic"
"804",0.915492957746479,0.333333333333333,"Zupancic"
"805",0.915492957746479,0.341085271317829,"Zupancic"
"806",0.901408450704225,0.341085271317829,"Zupancic"
"807",0.901408450704225,0.348837209302326,"Zupancic"
"808",0.887323943661972,0.348837209302326,"Zupancic"
"809",0.887323943661972,0.356589147286822,"Zupancic"
"810",0.887323943661972,0.364341085271318,"Zupancic"
"811",0.887323943661972,0.372093023255814,"Zupancic"
"812",0.873239436619718,0.372093023255814,"Zupancic"
"813",0.873239436619718,0.37984496124031,"Zupancic"
"814",0.873239436619718,0.387596899224806,"Zupancic"
"815",0.873239436619718,0.395348837209302,"Zupancic"
"816",0.873239436619718,0.403100775193798,"Zupancic"
"817",0.873239436619718,0.410852713178295,"Zupancic"
"818",0.873239436619718,0.418604651162791,"Zupancic"
"819",0.873239436619718,0.426356589147287,"Zupancic"
"820",0.873239436619718,0.434108527131783,"Zupancic"
"821",0.859154929577465,0.434108527131783,"Zupancic"
"822",0.845070422535211,0.434108527131783,"Zupancic"
"823",0.830985915492958,0.434108527131783,"Zupancic"
"824",0.830985915492958,0.441860465116279,"Zupancic"
"825",0.816901408450704,0.441860465116279,"Zupancic"
"826",0.816901408450704,0.449612403100775,"Zupancic"
"827",0.802816901408451,0.449612403100775,"Zupancic"
"828",0.788732394366197,0.449612403100775,"Zupancic"
"829",0.788732394366197,0.457364341085271,"Zupancic"
"830",0.788732394366197,0.465116279069767,"Zupancic"
"831",0.788732394366197,0.472868217054264,"Zupancic"
"832",0.788732394366197,0.48062015503876,"Zupancic"
"833",0.788732394366197,0.488372093023256,"Zupancic"
"834",0.788732394366197,0.496124031007752,"Zupancic"
"835",0.774647887323944,0.496124031007752,"Zupancic"
"836",0.76056338028169,0.496124031007752,"Zupancic"
"837",0.76056338028169,0.503875968992248,"Zupancic"
"838",0.746478873239437,0.503875968992248,"Zupancic"
"839",0.746478873239437,0.511627906976744,"Zupancic"
"840",0.746478873239437,0.51937984496124,"Zupancic"
"841",0.732394366197183,0.51937984496124,"Zupancic"
"842",0.732394366197183,0.527131782945736,"Zupancic"
"843",0.71830985915493,0.527131782945736,"Zupancic"
"844",0.71830985915493,0.534883720930233,"Zupancic"
"845",0.71830985915493,0.542635658914729,"Zupancic"
"846",0.71830985915493,0.550387596899225,"Zupancic"
"847",0.71830985915493,0.558139534883721,"Zupancic"
"848",0.704225352112676,0.558139534883721,"Zupancic"
"849",0.704225352112676,0.565891472868217,"Zupancic"
"850",0.704225352112676,0.573643410852713,"Zupancic"
"851",0.704225352112676,0.581395348837209,"Zupancic"
"852",0.704225352112676,0.589147286821705,"Zupancic"
"853",0.704225352112676,0.596899224806202,"Zupancic"
"854",0.704225352112676,0.604651162790698,"Zupancic"
"855",0.704225352112676,0.612403100775194,"Zupancic"
"856",0.704225352112676,0.62015503875969,"Zupancic"
"857",0.704225352112676,0.627906976744186,"Zupancic"
"858",0.704225352112676,0.635658914728682,"Zupancic"
"859",0.704225352112676,0.643410852713178,"Zupancic"
"860",0.704225352112676,0.65891472868217,"Zupancic"
"861",0.704225352112676,0.666666666666667,"Zupancic"
"862",0.704225352112676,0.674418604651163,"Zupancic"
"863",0.690140845070423,0.674418604651163,"Zupancic"
"864",0.690140845070423,0.682170542635659,"Zupancic"
"865",0.676056338028169,0.682170542635659,"Zupancic"
"866",0.661971830985915,0.682170542635659,"Zupancic"
"867",0.661971830985915,0.689922480620155,"Zupancic"
"868",0.647887323943662,0.689922480620155,"Zupancic"
"869",0.647887323943662,0.697674418604651,"Zupancic"
"870",0.647887323943662,0.705426356589147,"Zupancic"
"871",0.633802816901408,0.705426356589147,"Zupancic"
"872",0.633802816901408,0.713178294573643,"Zupancic"
"873",0.619718309859155,0.713178294573643,"Zupancic"
"874",0.619718309859155,0.720930232558139,"Zupancic"
"875",0.605633802816901,0.720930232558139,"Zupancic"
"876",0.605633802816901,0.728682170542636,"Zupancic"
"877",0.605633802816901,0.736434108527132,"Zupancic"
"878",0.605633802816901,0.744186046511628,"Zupancic"
"879",0.605633802816901,0.751937984496124,"Zupancic"
"880",0.605633802816901,0.75968992248062,"Zupancic"
"881",0.605633802816901,0.767441860465116,"Zupancic"
"882",0.591549295774648,0.767441860465116,"Zupancic"
"883",0.591549295774648,0.775193798449612,"Zupancic"
"884",0.577464788732394,0.775193798449612,"Zupancic"
"885",0.563380281690141,0.775193798449612,"Zupancic"
"886",0.563380281690141,0.782945736434108,"Zupancic"
"887",0.549295774647887,0.782945736434108,"Zupancic"
"888",0.535211267605634,0.782945736434108,"Zupancic"
"889",0.535211267605634,0.790697674418605,"Zupancic"
"890",0.535211267605634,0.798449612403101,"Zupancic"
"891",0.52112676056338,0.798449612403101,"Zupancic"
"892",0.507042253521127,0.798449612403101,"Zupancic"
"893",0.507042253521127,0.806201550387597,"Zupancic"
"894",0.507042253521127,0.813953488372093,"Zupancic"
"895",0.507042253521127,0.821705426356589,"Zupancic"
"896",0.507042253521127,0.829457364341085,"Zupancic"
"897",0.492957746478873,0.829457364341085,"Zupancic"
"898",0.47887323943662,0.829457364341085,"Zupancic"
"899",0.47887323943662,0.837209302325581,"Zupancic"
"900",0.464788732394366,0.837209302325581,"Zupancic"
"901",0.450704225352113,0.837209302325581,"Zupancic"
"902",0.450704225352113,0.844961240310077,"Zupancic"
"903",0.450704225352113,0.852713178294574,"Zupancic"
"904",0.450704225352113,0.86046511627907,"Zupancic"
"905",0.450704225352113,0.868217054263566,"Zupancic"
"906",0.436619718309859,0.868217054263566,"Zupancic"
"907",0.422535211267606,0.868217054263566,"Zupancic"
"908",0.422535211267606,0.875968992248062,"Zupancic"
"909",0.422535211267606,0.883720930232558,"Zupancic"
"910",0.422535211267606,0.891472868217054,"Zupancic"
"911",0.408450704225352,0.89922480620155,"Zupancic"
"912",0.394366197183099,0.89922480620155,"Zupancic"
"913",0.380281690140845,0.89922480620155,"Zupancic"
"914",0.366197183098592,0.89922480620155,"Zupancic"
"915",0.352112676056338,0.89922480620155,"Zupancic"
"916",0.352112676056338,0.906976744186046,"Zupancic"
"917",0.352112676056338,0.914728682170543,"Zupancic"
"918",0.338028169014085,0.914728682170543,"Zupancic"
"919",0.338028169014085,0.922480620155039,"Zupancic"
"920",0.338028169014085,0.930232558139535,"Zupancic"
"921",0.338028169014085,0.937984496124031,"Zupancic"
"922",0.338028169014085,0.945736434108527,"Zupancic"
"923",0.338028169014085,0.953488372093023,"Zupancic"
"924",0.323943661971831,0.953488372093023,"Zupancic"
"925",0.323943661971831,0.961240310077519,"Zupancic"
"926",0.309859154929577,0.961240310077519,"Zupancic"
"927",0.309859154929577,0.968992248062015,"Zupancic"
"928",0.309859154929577,0.976744186046512,"Zupancic"
"929",0.295774647887324,0.976744186046512,"Zupancic"
"930",0.28169014084507,0.976744186046512,"Zupancic"
"931",0.267605633802817,0.976744186046512,"Zupancic"
"932",0.267605633802817,0.984496124031008,"Zupancic"
"933",0.253521126760563,0.984496124031008,"Zupancic"
"934",0.23943661971831,0.984496124031008,"Zupancic"
"935",0.225352112676056,0.984496124031008,"Zupancic"
"936",0.225352112676056,0.992248062015504,"Zupancic"
"937",0.211267605633803,0.992248062015504,"Zupancic"
"938",0.197183098591549,0.992248062015504,"Zupancic"
"939",0.183098591549296,0.992248062015504,"Zupancic"
"940",0.169014084507042,0.992248062015504,"Zupancic"
"941",0.154929577464789,0.992248062015504,"Zupancic"
"942",0.140845070422535,0.992248062015504,"Zupancic"
"943",0.126760563380282,0.992248062015504,"Zupancic"
"944",0.112676056338028,0.992248062015504,"Zupancic"
"945",0.112676056338028,1,"Zupancic"
"946",0.0985915492957746,1,"Zupancic"
"947",0.0845070422535211,1,"Zupancic"
"948",0.0704225352112676,1,"Zupancic"
"949",0.0563380281690141,1,"Zupancic"
"950",0.0422535211267606,1,"Zupancic"
"951",0.028169014084507,1,"Zupancic"
"952",0.0140845070422535,1,"Zupancic"
"953",0,1,"Zupancic"
"954",1,0,"HMP"
"955",0.923076923076923,0.156521739130435,"HMP"
"956",0.923076923076923,0.160869565217391,"HMP"
"957",0.923076923076923,0.165217391304348,"HMP"
"958",0.923076923076923,0.169565217391304,"HMP"
"959",0.923076923076923,0.173913043478261,"HMP"
"960",0.923076923076923,0.178260869565217,"HMP"
"961",0.923076923076923,0.182608695652174,"HMP"
"962",0.923076923076923,0.18695652173913,"HMP"
"963",0.923076923076923,0.195652173913043,"HMP"
"964",0.884615384615385,0.195652173913043,"HMP"
"965",0.884615384615385,0.2,"HMP"
"966",0.884615384615385,0.204347826086957,"HMP"
"967",0.884615384615385,0.208695652173913,"HMP"
"968",0.884615384615385,0.21304347826087,"HMP"
"969",0.884615384615385,0.217391304347826,"HMP"
"970",0.884615384615385,0.226086956521739,"HMP"
"971",0.884615384615385,0.230434782608696,"HMP"
"972",0.884615384615385,0.234782608695652,"HMP"
"973",0.884615384615385,0.243478260869565,"HMP"
"974",0.884615384615385,0.247826086956522,"HMP"
"975",0.884615384615385,0.252173913043478,"HMP"
"976",0.884615384615385,0.256521739130435,"HMP"
"977",0.884615384615385,0.260869565217391,"HMP"
"978",0.884615384615385,0.265217391304348,"HMP"
"979",0.884615384615385,0.269565217391304,"HMP"
"980",0.884615384615385,0.273913043478261,"HMP"
"981",0.884615384615385,0.278260869565217,"HMP"
"982",0.884615384615385,0.282608695652174,"HMP"
"983",0.884615384615385,0.28695652173913,"HMP"
"984",0.884615384615385,0.295652173913043,"HMP"
"985",0.884615384615385,0.304347826086957,"HMP"
"986",0.884615384615385,0.308695652173913,"HMP"
"987",0.846153846153846,0.31304347826087,"HMP"
"988",0.846153846153846,0.317391304347826,"HMP"
"989",0.846153846153846,0.321739130434783,"HMP"
"990",0.846153846153846,0.326086956521739,"HMP"
"991",0.846153846153846,0.330434782608696,"HMP"
"992",0.846153846153846,0.334782608695652,"HMP"
"993",0.846153846153846,0.339130434782609,"HMP"
"994",0.846153846153846,0.343478260869565,"HMP"
"995",0.846153846153846,0.347826086956522,"HMP"
"996",0.846153846153846,0.352173913043478,"HMP"
"997",0.846153846153846,0.356521739130435,"HMP"
"998",0.846153846153846,0.360869565217391,"HMP"
"999",0.846153846153846,0.365217391304348,"HMP"
"1000",0.846153846153846,0.369565217391304,"HMP"
"1001",0.846153846153846,0.373913043478261,"HMP"
"1002",0.846153846153846,0.378260869565217,"HMP"
"1003",0.846153846153846,0.382608695652174,"HMP"
"1004",0.846153846153846,0.38695652173913,"HMP"
"1005",0.807692307692308,0.391304347826087,"HMP"
"1006",0.807692307692308,0.395652173913043,"HMP"
"1007",0.807692307692308,0.4,"HMP"
"1008",0.807692307692308,0.404347826086957,"HMP"
"1009",0.807692307692308,0.408695652173913,"HMP"
"1010",0.807692307692308,0.41304347826087,"HMP"
"1011",0.807692307692308,0.417391304347826,"HMP"
"1012",0.807692307692308,0.421739130434783,"HMP"
"1013",0.807692307692308,0.426086956521739,"HMP"
"1014",0.807692307692308,0.430434782608696,"HMP"
"1015",0.807692307692308,0.434782608695652,"HMP"
"1016",0.807692307692308,0.439130434782609,"HMP"
"1017",0.807692307692308,0.443478260869565,"HMP"
"1018",0.807692307692308,0.447826086956522,"HMP"
"1019",0.807692307692308,0.452173913043478,"HMP"
"1020",0.807692307692308,0.456521739130435,"HMP"
"1021",0.807692307692308,0.460869565217391,"HMP"
"1022",0.807692307692308,0.465217391304348,"HMP"
"1023",0.807692307692308,0.469565217391304,"HMP"
"1024",0.807692307692308,0.473913043478261,"HMP"
"1025",0.807692307692308,0.478260869565217,"HMP"
"1026",0.807692307692308,0.482608695652174,"HMP"
"1027",0.807692307692308,0.48695652173913,"HMP"
"1028",0.807692307692308,0.491304347826087,"HMP"
"1029",0.769230769230769,0.495652173913044,"HMP"
"1030",0.769230769230769,0.5,"HMP"
"1031",0.769230769230769,0.504347826086956,"HMP"
"1032",0.769230769230769,0.508695652173913,"HMP"
"1033",0.769230769230769,0.51304347826087,"HMP"
"1034",0.769230769230769,0.517391304347826,"HMP"
"1035",0.769230769230769,0.521739130434783,"HMP"
"1036",0.769230769230769,0.526086956521739,"HMP"
"1037",0.769230769230769,0.530434782608696,"HMP"
"1038",0.769230769230769,0.534782608695652,"HMP"
"1039",0.769230769230769,0.539130434782609,"HMP"
"1040",0.769230769230769,0.543478260869565,"HMP"
"1041",0.769230769230769,0.547826086956522,"HMP"
"1042",0.769230769230769,0.552173913043478,"HMP"
"1043",0.769230769230769,0.556521739130435,"HMP"
"1044",0.769230769230769,0.560869565217391,"HMP"
"1045",0.769230769230769,0.565217391304348,"HMP"
"1046",0.769230769230769,0.569565217391304,"HMP"
"1047",0.769230769230769,0.573913043478261,"HMP"
"1048",0.769230769230769,0.578260869565217,"HMP"
"1049",0.730769230769231,0.578260869565217,"HMP"
"1050",0.730769230769231,0.582608695652174,"HMP"
"1051",0.730769230769231,0.58695652173913,"HMP"
"1052",0.730769230769231,0.591304347826087,"HMP"
"1053",0.692307692307692,0.591304347826087,"HMP"
"1054",0.692307692307692,0.595652173913043,"HMP"
"1055",0.692307692307692,0.6,"HMP"
"1056",0.692307692307692,0.604347826086956,"HMP"
"1057",0.692307692307692,0.608695652173913,"HMP"
"1058",0.692307692307692,0.61304347826087,"HMP"
"1059",0.653846153846154,0.61304347826087,"HMP"
"1060",0.653846153846154,0.617391304347826,"HMP"
"1061",0.653846153846154,0.621739130434783,"HMP"
"1062",0.653846153846154,0.626086956521739,"HMP"
"1063",0.653846153846154,0.630434782608696,"HMP"
"1064",0.653846153846154,0.634782608695652,"HMP"
"1065",0.653846153846154,0.639130434782609,"HMP"
"1066",0.653846153846154,0.643478260869565,"HMP"
"1067",0.653846153846154,0.647826086956522,"HMP"
"1068",0.615384615384615,0.647826086956522,"HMP"
"1069",0.615384615384615,0.652173913043478,"HMP"
"1070",0.615384615384615,0.656521739130435,"HMP"
"1071",0.615384615384615,0.660869565217391,"HMP"
"1072",0.615384615384615,0.665217391304348,"HMP"
"1073",0.615384615384615,0.669565217391304,"HMP"
"1074",0.615384615384615,0.673913043478261,"HMP"
"1075",0.615384615384615,0.678260869565217,"HMP"
"1076",0.615384615384615,0.682608695652174,"HMP"
"1077",0.615384615384615,0.68695652173913,"HMP"
"1078",0.615384615384615,0.691304347826087,"HMP"
"1079",0.615384615384615,0.695652173913043,"HMP"
"1080",0.615384615384615,0.7,"HMP"
"1081",0.615384615384615,0.704347826086957,"HMP"
"1082",0.615384615384615,0.708695652173913,"HMP"
"1083",0.615384615384615,0.71304347826087,"HMP"
"1084",0.615384615384615,0.721739130434783,"HMP"
"1085",0.615384615384615,0.726086956521739,"HMP"
"1086",0.615384615384615,0.730434782608696,"HMP"
"1087",0.615384615384615,0.734782608695652,"HMP"
"1088",0.615384615384615,0.739130434782609,"HMP"
"1089",0.615384615384615,0.743478260869565,"HMP"
"1090",0.615384615384615,0.752173913043478,"HMP"
"1091",0.615384615384615,0.756521739130435,"HMP"
"1092",0.615384615384615,0.760869565217391,"HMP"
"1093",0.615384615384615,0.765217391304348,"HMP"
"1094",0.615384615384615,0.769565217391304,"HMP"
"1095",0.615384615384615,0.773913043478261,"HMP"
"1096",0.615384615384615,0.778260869565217,"HMP"
"1097",0.615384615384615,0.782608695652174,"HMP"
"1098",0.576923076923077,0.782608695652174,"HMP"
"1099",0.538461538461538,0.78695652173913,"HMP"
"1100",0.538461538461538,0.791304347826087,"HMP"
"1101",0.5,0.791304347826087,"HMP"
"1102",0.461538461538462,0.791304347826087,"HMP"
"1103",0.461538461538462,0.795652173913043,"HMP"
"1104",0.461538461538462,0.8,"HMP"
"1105",0.461538461538462,0.804347826086957,"HMP"
"1106",0.461538461538462,0.808695652173913,"HMP"
"1107",0.461538461538462,0.81304347826087,"HMP"
"1108",0.461538461538462,0.817391304347826,"HMP"
"1109",0.461538461538462,0.821739130434783,"HMP"
