ID	SRS012849	SRS012969	SRS013098	SRS013638	SRS013639	SRS016437	SRS016438	SRS017916	SRS020622	SRS021153	SRS021219	SRS024663	SRS043667	SRS045528	SRS045739	SRS049402	SRS049896	SRS050026	SRS053356	SRS053573	SRS053649	SRS054352	SRS055533	SRS056273	SRS058070	SRS063489	SRS063518	SRS064973	SRS074670	SRS074964	SRS075078	SRS075341	SRS075963	SRS076929	SRS077086	SRS077194	SRS077294	SRS077335	SRS077502	SRS077552	SRS077753	SRS077849	SRS078242	SRS078419	SRS078665	SRS097889	SRS098514	SRS098571	SRS098644	SRS098717	SRS098827	SRS101376	SRS101433	SRS103987	SRS104311	SRS104400	SRS104485	SRS105153	SRS140492	SRS140513	SRS140645	SRS142503	SRS142505	SRS142599	SRS142712	SRS142890	SRS143070	SRS143181	SRS143342	SRS143417	SRS143598	SRS143780	SRS143876	SRS143991	SRS144362	SRS144506	SRS144537	SRS145497	SRS146764	SRS146812	SRS146813	SRS147022	SRS147088	SRS147139	SRS147346	SRS147445	SRS147652	SRS147766	SRS147919	SRS148196	SRS148424	SRS148721
k__Bacteria|p__Bacteroidetes|c__Bacteroidetes_noname|o__Bacteroidetes_noname|f__Bacteroidetes_noname|g__Bacteroidetes_noname	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36858	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidetes_noname|o__Bacteroidetes_noname|f__Bacteroidetes_noname|g__Bacteroidetes_noname|s__Bacteroidetes_oral_taxon_274	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36858	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidetes_noname|o__Bacteroidetes_noname|f__Bacteroidetes_noname|g__Bacteroidetes_noname|s__Bacteroidetes_oral_taxon_274|t__GCF_000163695	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36858	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	66.17889	80.06871	59.87709	35.2848	69.56423	70.866	98.01145	54.58289	98.35794	82.94244	94.21331	89.39309	76.07977	73.709	86.73326	58.22037	79.86471	93.13263	27.23481	94.74616	94.58636	87.58125	91.16687	76.15512	61.3034	97.00665	19.07123	93.86206	92.40944	91.63142	82.1498	72.74632	68.93089	66.90313	91.54427	75.53012	68.55268	85.73373	55.70825	94.12429	86.96602	89.81924	85.8221	82.85144	95.34659	71.15758	83.5099	74.08822	55.28689	51.57022	88.86405	73.44801	89.44877	94.73408	62.28119	64.84549	90.87008	69.60267	66.66018	89.7124	88.41777	74.03988	18.5928	73.98572	91.9414	59.72517	85.35474	87.32473	83.33995	79.89309	69.26982	70.64596	89.91758	58.80777	75.11576	61.4719	34.33151	91.44771	66.80761	23.90638	55.50195	86.62521	48.85418	80.05394	83.15918	79.77265	59.30055	84.24202	64.74899	23.6691	77.32655	63.48815
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	66.17889	80.06871	59.87709	35.2848	69.56423	70.866	98.01145	54.58289	98.35794	82.94244	94.21331	89.39309	76.07977	73.709	86.73326	58.22037	79.86471	93.13263	27.23481	94.74616	94.58636	87.58125	91.16687	76.15512	61.3034	97.00665	19.07123	93.86206	92.40944	91.63142	82.1498	72.74632	68.93089	66.90313	91.54427	75.53012	68.55268	85.73373	55.70825	94.12429	86.96602	89.81924	85.8221	82.85144	95.34659	71.15758	83.5099	74.08822	55.28689	51.57022	88.86405	73.44801	89.44877	94.73408	62.28119	64.84549	90.87008	69.60267	66.66018	89.7124	88.41777	74.03988	18.5928	73.98572	91.9414	59.72517	85.35474	87.32473	83.33995	79.89309	69.26982	70.64596	89.91758	58.80777	75.11576	61.4719	34.33151	91.44771	66.80761	23.90638	55.50195	86.62521	48.85418	80.05394	83.15918	79.77265	59.30055	84.24202	64.74899	23.6691	77.32655	63.48815
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	14.59669	16.1373	24.27883	18.38309	33.25336	62.22057	82.52867	5.01871	76.66786	82.8423	81.05076	52.05692	21.28245	41.44993	60.37425	37.85845	11.68496	75.62172	8.02036	85.61787	55.44072	38.11202	90.99465	29.47563	26.31779	81.92215	14.23384	73.71953	69.48408	80.85807	43.29807	22.37593	22.4397	47.54549	55.56189	31.03883	45.93052	54.69901	47.0405	86.05239	16.20121	32.19966	46.32272	18.28978	66.85914	61.09584	81.36826	50.07474	42.80402	38.86203	70.60505	32.68566	46.68218	32.42891	27.6001	25.88425	90.85892	50.56224	24.2414	53.96591	87.71854	49.47993	0.00452	54.18791	62.91235	30.03424	78.56389	8.30375	61.00337	38.81961	67.27795	64.61003	29.55648	48.71911	47.11879	8.34803	9.32877	54.64769	17.31048	8.45129	40.35331	86.56892	34.6306	48.10127	51.61786	56.20141	18.60184	74.24731	62.9127	9.97114	32.06397	45.77878
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides	14.59669	16.1373	24.27883	18.38309	33.25336	62.22057	82.52867	5.01871	76.66786	82.8423	81.05076	52.05692	21.28245	41.44993	60.37425	37.85845	11.68496	75.62172	8.02036	85.61787	55.44072	38.11202	90.99465	29.47563	26.31779	81.92215	14.23384	73.71953	69.48408	80.85807	43.29807	22.37593	22.4397	47.54549	55.56189	31.03883	45.93052	54.69901	47.0405	86.05239	16.20121	32.19966	46.32272	18.28978	66.85914	61.09584	81.36826	50.07474	42.80402	38.86203	70.60505	32.68566	46.68218	32.42891	27.6001	25.88425	90.85892	50.56224	24.2414	53.96591	87.71854	49.47993	0.00452	54.18791	62.91235	30.03424	78.56389	8.30375	61.00337	38.81961	67.27795	64.61003	29.55648	48.71911	47.11879	8.34803	9.32877	54.64769	17.31048	8.45129	40.35331	86.56892	34.6306	48.10127	51.61786	56.20141	18.60184	74.24731	62.9127	9.97114	32.06397	45.77878
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_caccae	1.62379	2.74132	2.74906	0.0	0.0	0.0	0.005	0.10297	0.00527	0.00941	8.729	0.00463	5.30982	0.0	0.00724	0.00234	0.05004	0.51549	0.00474	15.74975	0.99014	1.02087	0.0069	1.66048	0.00407	0.00232	0.67435	2.94122	0.00336	20.54935	10.96028	0.00175	3.19578	3.79873	1.69855	0.0	7.36573	27.10341	17.69725	0.0	0.0	6.63074	2.081	1.60917	2.52432	0.0	3.51158	2.61735	6.90036	0.0	39.7407	1.19648	0.7853	1.18247	1.1474	9.68349	0.0	10.18352	0.00277	0.02465	0.07069	0.0	0.0	19.76471	0.0	2.70782	0.02355	0.92343	23.36203	0.0	2.96223	0.0	4.68427	0.0	8.42064	0.71728	0.0	0.80989	0.0	0.0	13.84041	0.0	0.0	0.0	3.92241	11.13503	2.63905	0.0	0.0	2.89044	5.06602	0.88009
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_caccae|t__Bacteroides_caccae_unclassified	1.62379	2.74132	2.74906	0.0	0.0	0.0	0.005	0.10297	0.00527	0.00941	8.729	0.00463	5.30982	0.0	0.00724	0.00234	0.05004	0.51549	0.00474	15.74975	0.99014	1.02087	0.0069	1.66048	0.00407	0.00232	0.67435	2.94122	0.00336	20.54935	10.96028	0.00175	3.19578	3.79873	1.69855	0.0	7.36573	27.10341	7.54222	0.0	0.0	6.63074	2.081	1.60917	2.52432	0.0	3.51158	2.61735	6.90036	0.0	39.7407	1.19648	0.0	1.18247	1.1474	9.68349	0.0	10.18352	0.00277	0.02465	0.07069	0.0	0.0	19.76471	0.0	2.70782	0.02355	0.92343	23.36203	0.0	2.96223	0.0	4.68427	0.0	8.42064	0.71728	0.0	0.80989	0.0	0.0	13.84041	0.0	0.0	0.0	3.92241	11.13503	2.63905	0.0	0.0	2.89044	5.06602	0.88009
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_caccae|t__GCF_000169015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.15503	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_caccae|t__GCF_000273725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7853	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_cellulosilyticus	0.00311	0.04173	0.94009	0.3012	0.58902	0.0	0.00387	0.0	1.33185	0.00145	0.1579	0.0035	0.00171	18.75616	0.00275	0.17335	0.0317	0.00245	0.98874	0.00135	4.78344	0.76652	0.00294	0.00206	17.74581	0.0	0.29079	0.00601	0.0006	0.00175	0.00345	19.46439	0.75188	3.73602	6.51366	0.08895	0.0	0.86982	0.0	0.0	3.1547	0.21453	0.00242	1.4729	0.00119	7.72011	0.0	0.37849	0.0	0.0	0.0	0.18713	0.0	0.20125	0.0	3.18626	0.0	0.0	1.31632	1.89789	0.0298	0.65735	0.0	0.0	22.57847	0.24807	0.001	0.0	9.31037	0.0	0.0	7.81234	0.03048	0.0	0.0	0.0	0.97478	1.83165	0.00055	0.03079	0.54683	0.0	1.04621	0.0	11.78629	0.0	0.0	0.0	0.0	0.00638	4.00308	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_cellulosilyticus|t__Bacteroides_cellulosilyticus_unclassified	0.00311	0.04173	0.94009	0.3012	0.58902	0.0	0.00387	0.0	1.33185	0.00145	0.1579	0.0035	0.00171	18.75616	0.00275	0.17335	0.0317	0.00245	0.98874	0.00135	4.78344	0.76652	0.00294	0.00206	17.74581	0.0	0.29079	0.00601	0.0006	0.00175	0.00345	19.46439	0.75188	3.73602	6.51366	0.08895	0.0	0.86982	0.0	0.0	3.1547	0.21453	0.00242	1.4729	0.00119	7.72011	0.0	0.37849	0.0	0.0	0.0	0.18713	0.0	0.20125	0.0	3.18626	0.0	0.0	1.31632	1.89789	0.0298	0.65735	0.0	0.0	22.57847	0.24807	0.001	0.0	9.31037	0.0	0.0	7.81234	0.03048	0.0	0.0	0.0	0.97478	1.83165	0.00055	0.03079	0.54683	0.0	1.04621	0.0	11.78629	0.0	0.0	0.0	0.0	0.00638	4.00308	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_clarus	0.0	0.07525	0.0	0.0	0.0	0.00083	0.00163	0.0	0.0	0.0	7e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5911	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.88289	0.0	0.00129	0.0	0.12819	0.0	0.0	0.0	0.0	0.0	0.00089	0.0	0.00044	0.0	0.0	0.00156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07106	0.0	0.0	0.0	0.39004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00071	0.0	0.0	0.0	0.0	0.0001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00171
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_clarus|t__GCF_000195615	0.0	0.07525	0.0	0.0	0.0	0.00083	0.00163	0.0	0.0	0.0	7e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5911	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.88289	0.0	0.00129	0.0	0.12819	0.0	0.0	0.0	0.0	0.0	0.00089	0.0	0.00044	0.0	0.0	0.00156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07106	0.0	0.0	0.0	0.39004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00071	0.0	0.0	0.0	0.0	0.0001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00171
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_coprocola	0.0058	0.0	1.31789	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.45111	0.0	0.0	0.0	0.0	0.62576	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00415	0.0	0.0	0.0	49.62955	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_coprocola|t__GCF_000154845	0.0058	0.0	1.31789	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.45111	0.0	0.0	0.0	0.0	0.62576	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00415	0.0	0.0	0.0	49.62955	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_coprophilus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.69062	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.99751	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.90362	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_coprophilus|t__GCF_000157915	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.69062	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.99751	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.90362	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_dorei	2.6502	1.3465	1.08464	0.00203	0.0	0.008	0.02902	0.16579	0.0098	0.02368	1.05683	27.95597	0.90042	0.00021	8.53117	0.00385	0.1415	0.09677	1.18828	0.00672	1.202	0.00984	0.01163	2.51924	0.64119	0.00457	0.0	27.93551	14.72524	1.16327	0.86923	1.23763	8.70376	0.0	0.27682	0.0	0.0	0.48751	0.0	0.0	6e-05	2.00255	0.00413	8.61084	0.10565	0.0	25.28912	0.02579	0.0	18.34863	0.0	0.01339	2.8152	0.23223	0.0	0.02522	5.18243	0.64906	0.00563	4.44748	2.02237	0.55157	0.0	0.00399	40.33388	0.00856	0.08436	0.1429	0.0	0.0	0.11988	0.0	1.24793	0.0	0.0	0.04288	0.06096	0.99623	0.0	0.82078	0.0	0.0	0.0	19.14084	0.24577	0.21253	0.01142	0.0	0.0	0.0	0.0	0.36322
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_dorei|t__Bacteroides_dorei_unclassified	2.6502	1.3465	1.08464	0.00203	0.0	0.008	0.02902	0.16579	0.0098	0.02368	1.05683	27.95597	0.90042	0.00021	8.53117	0.00385	0.1415	0.09677	1.18828	0.00672	1.202	0.00984	0.01163	2.51924	0.64119	0.00457	0.0	27.93551	14.72524	1.16327	0.86923	1.23763	8.70376	0.0	0.27682	0.0	0.0	0.48751	0.0	0.0	6e-05	2.00255	0.00413	8.61084	0.10565	0.0	25.28912	0.02579	0.0	18.34863	0.0	0.01339	2.8152	0.23223	0.0	0.02522	5.18243	0.64906	0.00563	4.44748	2.02237	0.55157	0.0	0.00399	40.33388	0.00856	0.08436	0.1429	0.0	0.0	0.11988	0.0	1.24793	0.0	0.0	0.04288	0.06096	0.99623	0.0	0.82078	0.0	0.0	0.0	19.14084	0.24577	0.21253	0.01142	0.0	0.0	0.0	0.0	0.36322
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_eggerthii	0.54125	0.00187	0.0	0.23077	0.41525	0.0	0.00242	2.59152	0.00124	0.00145	31.26358	0.00532	0.00106	0.0	0.00199	0.00063	0.0	0.00233	0.0	0.00061	0.00106	1.27562	0.00184	0.00279	0.00131	0.00081	0.0	0.00682	0.00177	0.00096	0.00072	0.00064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00114	0.00311	0.0016	0.00265	0.0	0.0	0.19064	0.0	0.0	0.0	0.00497	0.00107	0.06153	0.0	0.0	0.0	0.0	0.00075	0.00964	0.02778	10.21283	0.0	0.0	0.0	6.1307	0.0	0.00745	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00262	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_eggerthii|t__Bacteroides_eggerthii_unclassified	0.54125	0.00187	0.0	0.23077	0.41525	0.0	0.00242	2.59152	0.00124	0.00145	31.26358	0.00532	0.00106	0.0	0.00199	0.00063	0.0	0.00233	0.0	0.00061	0.00106	1.27562	0.00184	0.00279	0.00131	0.00081	0.0	0.00682	0.00177	0.00096	0.00072	0.00064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00114	0.00311	0.0016	0.00265	0.0	0.0	0.19064	0.0	0.0	0.0	0.00497	0.00107	0.06153	0.0	0.0	0.0	0.0	0.00075	0.00964	0.02778	10.21283	0.0	0.0	0.0	6.1307	0.0	0.00745	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00262	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_faecis	1.72109	0.0099	0.00021	1.74394	3.06551	0.00016	0.00374	0.0	37.32211	0.01512	0.00339	0.00611	0.03562	0.00084	0.0034	0.00125	0.04914	0.28859	0.05468	0.00057	0.01581	2.86682	0.00422	0.00851	0.00349	0.00202	0.0	0.00863	0.0044	0.00284	0.02262	0.00206	0.0	0.0	0.00014	0.04389	0.0	0.0	0.0	1.49287	0.00062	0.01584	0.00389	0.00768	0.57931	9e-05	0.0	3.74515	0.0	0.0	0.00155	0.00779	0.0016	1.99959	0.0	0.0	0.0	0.01929	0.00139	0.01804	0.04265	0.0	0.0	0.23761	0.0	1.85606	0.96574	0.1809	0.0	0.0	0.0	0.00062	0.0	0.32098	11.83148	8e-05	0.03392	0.0577	0.84499	0.00373	0.0	0.0	0.0	0.0	0.0	0.01438	0.0	7.96705	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_faecis|t__GCF_000226135	1.72109	0.0099	0.00021	1.74394	3.06551	0.00016	0.00374	0.0	37.32211	0.01512	0.00339	0.00611	0.03562	0.00084	0.0034	0.00125	0.04914	0.28859	0.05468	0.00057	0.01581	2.86682	0.00422	0.00851	0.00349	0.00202	0.0	0.00863	0.0044	0.00284	0.02262	0.00206	0.0	0.0	0.00014	0.04389	0.0	0.0	0.0	1.49287	0.00062	0.01584	0.00389	0.00768	0.57931	9e-05	0.0	3.74515	0.0	0.0	0.00155	0.00779	0.0016	1.99959	0.0	0.0	0.0	0.01929	0.00139	0.01804	0.04265	0.0	0.0	0.23761	0.0	1.85606	0.96574	0.1809	0.0	0.0	0.0	0.00062	0.0	0.32098	11.83148	8e-05	0.03392	0.0577	0.84499	0.00373	0.0	0.0	0.0	0.0	0.0	0.01438	0.0	7.96705	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_finegoldii	0.07368	0.00262	1.29714	1.64095	3.1095	4.90752	8.40021	0.0	0.00524	0.00725	5.0141	0.00348	0.00265	0.0003	0.00315	0.11704	0.20789	0.00242	0.47413	0.00284	1.69178	0.00361	0.00396	0.00415	0.00182	0.00135	0.00011	0.00486	0.00385	0.00351	0.00372	0.0011	0.0	0.0	0.0	0.0	2.77185	0.0	0.0	0.0	0.0	0.00246	0.0016	0.00359	0.00191	0.0	0.0	0.73935	0.0	0.0	0.00428	0.00216	0.00188	0.3954	0.0	0.0	0.0	0.0003	0.10704	6.67739	0.04274	0.0	0.0	0.0	0.0	1.58749	1.73564	0.0	0.0	0.0	0.0	0.0	6.32488	0.0	0.0	0.0	0.0	1.38825	2.15278	0.11617	0.0	0.0	10.77938	0.0	5.92798	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_finegoldii|t__Bacteroides_finegoldii_unclassified	0.07368	0.00262	0.06668	1.64095	3.1095	4.90752	8.40021	0.0	0.00524	0.00725	1.34247	0.00348	0.00265	0.0003	0.00315	0.11704	0.20789	0.00242	0.47413	0.00284	1.69178	0.00361	0.00396	0.00415	0.00182	0.00135	0.00011	0.00486	0.00385	0.00351	0.00372	0.0011	0.0	0.0	0.0	0.0	0.23514	0.0	0.0	0.0	0.0	0.00246	0.0016	0.00359	0.00191	0.0	0.0	0.73935	0.0	0.0	0.00428	0.00216	0.00188	0.3954	0.0	0.0	0.0	0.0003	0.10704	6.67739	0.04274	0.0	0.0	0.0	0.0	1.58749	1.73564	0.0	0.0	0.0	0.0	0.0	0.54384	0.0	0.0	0.0	0.0	1.38825	2.15278	0.0	0.0	0.0	2.40952	0.0	5.92798	0.0	0.0	0.0	0.0	0.0	0.0	0.0
